NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
1,90,8,2.8815150260925293,0.1670910614292796,3
19,90,32,5.568221092224121,0.09520853387898412,5
26,90,22,4.334039211273193,0.09516897357878137,5
13,90,25,5.54757285118103,0.09391675561161364,4
9,90,24,4.920670509338379,0.09584928240094866,4
18,90,12,4.423314571380615,0.09777941637569004,5
3,90,46,3.9514358043670654,0.07143037766218185,5
10,90,33,4.722872018814087,0.07553480352674212,3
23,90,29,6.4222800731658936,0.09099035603659493,5
11,90,29,4.212989091873169,0.1114237904548645,5
15,90,19,3.945171594619751,0.09671905636787415,3
5,90,25,3.9915380477905273,0.08205750905550444,5
20,90,26,4.334996700286865,0.09761284527025725,3
16,90,22,4.098259210586548,0.10593726595894234,4
2,90,9,5.074246883392334,0.15158328884526304,1
4,90,69,4.22237491607666,0.07746524964609454,2
7,90,31,6.9178149700164795,0.07430031614483527,1
17,90,28,4.218445777893066,0.09971489225115095,2
24,90,23,6.936444044113159,0.10059595505396525,2
12,90,27,6.875080585479736,0.09478461136252193,1
25,90,39,6.580812692642212,0.10327565436269723,3
21,90,35,6.530544281005859,0.09925464283336292,4
22,90,36,6.514289140701294,0.09462427157981723,4
8,90,36,7.262186765670776,0.07771056684954412,2
14,90,29,6.767773389816284,0.09753699960379765,2
6,90,72,7.254201412200928,0.047974611150807346,4
