NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
19,90,49,0.3209717273712158,0.09822176098823547,2
2,90,36,4.517160654067993,0.14795207977294922,1
23,90,56,6.9559853076934814,0.09087900192506852,2
26,90,45,6.839057445526123,0.09704900950920291,1
8,90,69,6.844220876693726,0.08384050641741071,3
13,90,47,6.749633073806763,0.07393790514041217,2
15,90,61,7.871627330780029,0.08267697581538448,1
17,90,51,7.14448356628418,0.08857438370988176,2
1,90,39,8.10546588897705,0.18482438723246256,1
10,90,54,6.644428014755249,0.08112422475275004,2
11,90,47,6.681633472442627,0.10626452847530968,1
7,90,56,6.68889594078064,0.07444451749324799,2
4,90,52,6.637252330780029,0.08256222890770953,2
3,90,50,6.6362645626068115,0.0675612583495023,1
6,90,63,6.669062376022339,0.05577136553250826,2
22,90,49,6.79159951210022,0.09029490519792606,3
5,90,61,6.725316524505615,0.08741932079709809,1
25,90,41,5.8209874629974365,0.10854266519131868,1
14,90,52,6.577947616577148,0.094119131565094,2
24,90,54,6.623700141906738,0.09478231933381823,4
21,90,45,6.6102495193481445,0.10274866732155405,3
16,90,43,6.65621542930603,0.10047828278890471,3
9,90,63,10.087583541870117,0.07489218431360581,2
12,90,65,9.804376602172852,0.08939615885416667,2
18,90,48,6.463079214096069,0.0853999796367827,2
20,90,62,7.545897483825684,0.07250907686021593,1
