timestamp_unix,timestamp_iso,participant_full_id,activity_intensity,missing_value_reason
1745287920000,2025-04-22T02:12:00Z,1974-1-1-00,,device_not_recording
1745287980000,2025-04-22T02:13:00Z,1974-1-1-00,,device_not_recording
1745288040000,2025-04-22T02:14:00Z,1974-1-1-00,,device_not_recording
1745288100000,2025-04-22T02:15:00Z,1974-1-1-00,,device_not_recording
1745288160000,2025-04-22T02:16:00Z,1974-1-1-00,,device_not_recording
1745288220000,2025-04-22T02:17:00Z,1974-1-1-00,,device_not_recording
1745288280000,2025-04-22T02:18:00Z,1974-1-1-00,,device_not_recording
1745288340000,2025-04-22T02:19:00Z,1974-1-1-00,,device_not_recording
1745288400000,2025-04-22T02:20:00Z,1974-1-1-00,,device_not_recording
1745288460000,2025-04-22T02:21:00Z,1974-1-1-00,,device_not_recording
1745288520000,2025-04-22T02:22:00Z,1974-1-1-00,,device_not_recording
1745288580000,2025-04-22T02:23:00Z,1974-1-1-00,,device_not_recording
1745288640000,2025-04-22T02:24:00Z,1974-1-1-00,,device_not_recording
1745288700000,2025-04-22T02:25:00Z,1974-1-1-00,,device_not_recording
1745288760000,2025-04-22T02:26:00Z,1974-1-1-00,,device_not_recording
1745288820000,2025-04-22T02:27:00Z,1974-1-1-00,,device_not_recording
1745288880000,2025-04-22T02:28:00Z,1974-1-1-00,,device_not_recording
1745288940000,2025-04-22T02:29:00Z,1974-1-1-00,,device_not_recording
1745289000000,2025-04-22T02:30:00Z,1974-1-1-00,,device_not_recording
1745289060000,2025-04-22T02:31:00Z,1974-1-1-00,,device_not_recording
1745289120000,2025-04-22T02:32:00Z,1974-1-1-00,,device_not_recording
1745289180000,2025-04-22T02:33:00Z,1974-1-1-00,,device_not_recording
1745289240000,2025-04-22T02:34:00Z,1974-1-1-00,,device_not_recording
1745289300000,2025-04-22T02:35:00Z,1974-1-1-00,,device_not_recording
1745289360000,2025-04-22T02:36:00Z,1974-1-1-00,,device_not_recording
1745289420000,2025-04-22T02:37:00Z,1974-1-1-00,,device_not_recording
1745289480000,2025-04-22T02:38:00Z,1974-1-1-00,,device_not_recording
1745289540000,2025-04-22T02:39:00Z,1974-1-1-00,,device_not_recording
1745289600000,2025-04-22T02:40:00Z,1974-1-1-00,,device_not_recording
1745289660000,2025-04-22T02:41:00Z,1974-1-1-00,,device_not_recording
1745289720000,2025-04-22T02:42:00Z,1974-1-1-00,,device_not_recording
1745289780000,2025-04-22T02:43:00Z,1974-1-1-00,,device_not_recording
1745289840000,2025-04-22T02:44:00Z,1974-1-1-00,,device_not_recording
1745289900000,2025-04-22T02:45:00Z,1974-1-1-00,,device_not_recording
1745289960000,2025-04-22T02:46:00Z,1974-1-1-00,,device_not_recording
1745290020000,2025-04-22T02:47:00Z,1974-1-1-00,,device_not_recording
1745290080000,2025-04-22T02:48:00Z,1974-1-1-00,,device_not_recording
1745290140000,2025-04-22T02:49:00Z,1974-1-1-00,,device_not_recording
1745290200000,2025-04-22T02:50:00Z,1974-1-1-00,,device_not_recording
1745290260000,2025-04-22T02:51:00Z,1974-1-1-00,,device_not_recording
1745290320000,2025-04-22T02:52:00Z,1974-1-1-00,,device_not_recording
1745290380000,2025-04-22T02:53:00Z,1974-1-1-00,,device_not_recording
1745290440000,2025-04-22T02:54:00Z,1974-1-1-00,,device_not_recording
1745290500000,2025-04-22T02:55:00Z,1974-1-1-00,,device_not_recording
1745290560000,2025-04-22T02:56:00Z,1974-1-1-00,,device_not_recording
1745290620000,2025-04-22T02:57:00Z,1974-1-1-00,,device_not_recording
1745290680000,2025-04-22T02:58:00Z,1974-1-1-00,,device_not_recording
1745290740000,2025-04-22T02:59:00Z,1974-1-1-00,,device_not_recording
1745290800000,2025-04-22T03:00:00Z,1974-1-1-00,,device_not_recording
1745290860000,2025-04-22T03:01:00Z,1974-1-1-00,,device_not_recording
1745290920000,2025-04-22T03:02:00Z,1974-1-1-00,,device_not_recording
1745290980000,2025-04-22T03:03:00Z,1974-1-1-00,,device_not_recording
1745291040000,2025-04-22T03:04:00Z,1974-1-1-00,,device_not_recording
1745291100000,2025-04-22T03:05:00Z,1974-1-1-00,,device_not_recording
1745291160000,2025-04-22T03:06:00Z,1974-1-1-00,,device_not_recording
1745291220000,2025-04-22T03:07:00Z,1974-1-1-00,,device_not_recording
1745291280000,2025-04-22T03:08:00Z,1974-1-1-00,,device_not_recording
1745291340000,2025-04-22T03:09:00Z,1974-1-1-00,,device_not_recording
1745291400000,2025-04-22T03:10:00Z,1974-1-1-00,,device_not_recording
1745291460000,2025-04-22T03:11:00Z,1974-1-1-00,,device_not_recording
1745291520000,2025-04-22T03:12:00Z,1974-1-1-00,,device_not_recording
1745291580000,2025-04-22T03:13:00Z,1974-1-1-00,,device_not_recording
1745291640000,2025-04-22T03:14:00Z,1974-1-1-00,,device_not_recording
1745291700000,2025-04-22T03:15:00Z,1974-1-1-00,,device_not_recording
1745291760000,2025-04-22T03:16:00Z,1974-1-1-00,,device_not_recording
1745291820000,2025-04-22T03:17:00Z,1974-1-1-00,,device_not_recording
1745291880000,2025-04-22T03:18:00Z,1974-1-1-00,,device_not_recording
1745291940000,2025-04-22T03:19:00Z,1974-1-1-00,,device_not_recording
1745292000000,2025-04-22T03:20:00Z,1974-1-1-00,,device_not_recording
1745292060000,2025-04-22T03:21:00Z,1974-1-1-00,,device_not_recording
1745292120000,2025-04-22T03:22:00Z,1974-1-1-00,,device_not_recording
1745292180000,2025-04-22T03:23:00Z,1974-1-1-00,,device_not_recording
1745292240000,2025-04-22T03:24:00Z,1974-1-1-00,,device_not_recording
1745292300000,2025-04-22T03:25:00Z,1974-1-1-00,,device_not_recording
1745292360000,2025-04-22T03:26:00Z,1974-1-1-00,,device_not_recording
1745292420000,2025-04-22T03:27:00Z,1974-1-1-00,,device_not_recording
1745292480000,2025-04-22T03:28:00Z,1974-1-1-00,,device_not_recording
1745292540000,2025-04-22T03:29:00Z,1974-1-1-00,,device_not_recording
1745292600000,2025-04-22T03:30:00Z,1974-1-1-00,,device_not_recording
1745292660000,2025-04-22T03:31:00Z,1974-1-1-00,,device_not_recording
1745292720000,2025-04-22T03:32:00Z,1974-1-1-00,,device_not_recording
1745292780000,2025-04-22T03:33:00Z,1974-1-1-00,,device_not_recording
1745292840000,2025-04-22T03:34:00Z,1974-1-1-00,,device_not_recording
1745292900000,2025-04-22T03:35:00Z,1974-1-1-00,,device_not_recording
1745292960000,2025-04-22T03:36:00Z,1974-1-1-00,,device_not_recording
1745293020000,2025-04-22T03:37:00Z,1974-1-1-00,,device_not_recording
1745293080000,2025-04-22T03:38:00Z,1974-1-1-00,,device_not_recording
1745293140000,2025-04-22T03:39:00Z,1974-1-1-00,,device_not_recording
1745293200000,2025-04-22T03:40:00Z,1974-1-1-00,,device_not_recording
1745293260000,2025-04-22T03:41:00Z,1974-1-1-00,,device_not_recording
1745293320000,2025-04-22T03:42:00Z,1974-1-1-00,,device_not_recording
1745293380000,2025-04-22T03:43:00Z,1974-1-1-00,,device_not_recording
1745293440000,2025-04-22T03:44:00Z,1974-1-1-00,,device_not_recording
1745293500000,2025-04-22T03:45:00Z,1974-1-1-00,,device_not_recording
1745293560000,2025-04-22T03:46:00Z,1974-1-1-00,,device_not_recording
1745293620000,2025-04-22T03:47:00Z,1974-1-1-00,,device_not_recording
1745293680000,2025-04-22T03:48:00Z,1974-1-1-00,,device_not_recording
1745293740000,2025-04-22T03:49:00Z,1974-1-1-00,,device_not_recording
1745293800000,2025-04-22T03:50:00Z,1974-1-1-00,,device_not_recording
1745293860000,2025-04-22T03:51:00Z,1974-1-1-00,,device_not_recording
1745293920000,2025-04-22T03:52:00Z,1974-1-1-00,,device_not_recording
1745293980000,2025-04-22T03:53:00Z,1974-1-1-00,,device_not_recording
1745294040000,2025-04-22T03:54:00Z,1974-1-1-00,,device_not_recording
1745294100000,2025-04-22T03:55:00Z,1974-1-1-00,,device_not_recording
1745294160000,2025-04-22T03:56:00Z,1974-1-1-00,,device_not_recording
1745294220000,2025-04-22T03:57:00Z,1974-1-1-00,,device_not_recording
1745294280000,2025-04-22T03:58:00Z,1974-1-1-00,,device_not_recording
1745294340000,2025-04-22T03:59:00Z,1974-1-1-00,,device_not_recording
1745294400000,2025-04-22T04:00:00Z,1974-1-1-00,,device_not_recording
1745294460000,2025-04-22T04:01:00Z,1974-1-1-00,,device_not_recording
1745294520000,2025-04-22T04:02:00Z,1974-1-1-00,,device_not_recording
1745294580000,2025-04-22T04:03:00Z,1974-1-1-00,,device_not_recording
1745294640000,2025-04-22T04:04:00Z,1974-1-1-00,,device_not_recording
1745294700000,2025-04-22T04:05:00Z,1974-1-1-00,,device_not_recording
1745294760000,2025-04-22T04:06:00Z,1974-1-1-00,,device_not_recording
1745294820000,2025-04-22T04:07:00Z,1974-1-1-00,,device_not_recording
1745294880000,2025-04-22T04:08:00Z,1974-1-1-00,,device_not_recording
1745294940000,2025-04-22T04:09:00Z,1974-1-1-00,,device_not_recording
1745295000000,2025-04-22T04:10:00Z,1974-1-1-00,,device_not_recording
1745295060000,2025-04-22T04:11:00Z,1974-1-1-00,,device_not_recording
1745295120000,2025-04-22T04:12:00Z,1974-1-1-00,,device_not_recording
1745295180000,2025-04-22T04:13:00Z,1974-1-1-00,,device_not_recording
1745295240000,2025-04-22T04:14:00Z,1974-1-1-00,,device_not_recording
1745295300000,2025-04-22T04:15:00Z,1974-1-1-00,,device_not_recording
1745295360000,2025-04-22T04:16:00Z,1974-1-1-00,,device_not_recording
1745295420000,2025-04-22T04:17:00Z,1974-1-1-00,,device_not_recording
1745295480000,2025-04-22T04:18:00Z,1974-1-1-00,,device_not_recording
1745295540000,2025-04-22T04:19:00Z,1974-1-1-00,,device_not_recording
1745295600000,2025-04-22T04:20:00Z,1974-1-1-00,,device_not_recording
1745295660000,2025-04-22T04:21:00Z,1974-1-1-00,,device_not_recording
1745295720000,2025-04-22T04:22:00Z,1974-1-1-00,,device_not_recording
1745295780000,2025-04-22T04:23:00Z,1974-1-1-00,,device_not_recording
1745295840000,2025-04-22T04:24:00Z,1974-1-1-00,,device_not_recording
1745295900000,2025-04-22T04:25:00Z,1974-1-1-00,,device_not_recording
1745295960000,2025-04-22T04:26:00Z,1974-1-1-00,,device_not_recording
1745296020000,2025-04-22T04:27:00Z,1974-1-1-00,,device_not_recording
1745296080000,2025-04-22T04:28:00Z,1974-1-1-00,,device_not_recording
1745296140000,2025-04-22T04:29:00Z,1974-1-1-00,,device_not_recording
1745296200000,2025-04-22T04:30:00Z,1974-1-1-00,,device_not_recording
1745296260000,2025-04-22T04:31:00Z,1974-1-1-00,,device_not_recording
1745296320000,2025-04-22T04:32:00Z,1974-1-1-00,,device_not_recording
1745296380000,2025-04-22T04:33:00Z,1974-1-1-00,,device_not_recording
1745296440000,2025-04-22T04:34:00Z,1974-1-1-00,,device_not_recording
1745296500000,2025-04-22T04:35:00Z,1974-1-1-00,,device_not_recording
1745296560000,2025-04-22T04:36:00Z,1974-1-1-00,,device_not_recording
1745296620000,2025-04-22T04:37:00Z,1974-1-1-00,,device_not_recording
1745296680000,2025-04-22T04:38:00Z,1974-1-1-00,,device_not_recording
1745296740000,2025-04-22T04:39:00Z,1974-1-1-00,,device_not_recording
1745296800000,2025-04-22T04:40:00Z,1974-1-1-00,,device_not_recording
1745296860000,2025-04-22T04:41:00Z,1974-1-1-00,,device_not_recording
1745296920000,2025-04-22T04:42:00Z,1974-1-1-00,,device_not_recording
1745296980000,2025-04-22T04:43:00Z,1974-1-1-00,,device_not_recording
1745297040000,2025-04-22T04:44:00Z,1974-1-1-00,,device_not_recording
1745297100000,2025-04-22T04:45:00Z,1974-1-1-00,,device_not_recording
1745297160000,2025-04-22T04:46:00Z,1974-1-1-00,,device_not_recording
1745297220000,2025-04-22T04:47:00Z,1974-1-1-00,,device_not_recording
1745297280000,2025-04-22T04:48:00Z,1974-1-1-00,,device_not_recording
1745297340000,2025-04-22T04:49:00Z,1974-1-1-00,,device_not_recording
1745297400000,2025-04-22T04:50:00Z,1974-1-1-00,,device_not_recording
1745297460000,2025-04-22T04:51:00Z,1974-1-1-00,,device_not_recording
1745297520000,2025-04-22T04:52:00Z,1974-1-1-00,,device_not_recording
1745297580000,2025-04-22T04:53:00Z,1974-1-1-00,,device_not_recording
1745297640000,2025-04-22T04:54:00Z,1974-1-1-00,,device_not_recording
1745297700000,2025-04-22T04:55:00Z,1974-1-1-00,,device_not_recording
1745297760000,2025-04-22T04:56:00Z,1974-1-1-00,,device_not_recording
1745297820000,2025-04-22T04:57:00Z,1974-1-1-00,,device_not_recording
1745297880000,2025-04-22T04:58:00Z,1974-1-1-00,,device_not_recording
1745297940000,2025-04-22T04:59:00Z,1974-1-1-00,,device_not_recording
1745298000000,2025-04-22T05:00:00Z,1974-1-1-00,,device_not_recording
1745298060000,2025-04-22T05:01:00Z,1974-1-1-00,,device_not_recording
1745298120000,2025-04-22T05:02:00Z,1974-1-1-00,,device_not_recording
1745298180000,2025-04-22T05:03:00Z,1974-1-1-00,,device_not_recording
1745298240000,2025-04-22T05:04:00Z,1974-1-1-00,,device_not_recording
1745298300000,2025-04-22T05:05:00Z,1974-1-1-00,,device_not_recording
1745298360000,2025-04-22T05:06:00Z,1974-1-1-00,,device_not_recording
1745298420000,2025-04-22T05:07:00Z,1974-1-1-00,,device_not_recording
1745298480000,2025-04-22T05:08:00Z,1974-1-1-00,,device_not_recording
1745298540000,2025-04-22T05:09:00Z,1974-1-1-00,,device_not_recording
1745298600000,2025-04-22T05:10:00Z,1974-1-1-00,,device_not_recording
1745298660000,2025-04-22T05:11:00Z,1974-1-1-00,,device_not_recording
1745298720000,2025-04-22T05:12:00Z,1974-1-1-00,,device_not_recording
1745298780000,2025-04-22T05:13:00Z,1974-1-1-00,,device_not_recording
1745298840000,2025-04-22T05:14:00Z,1974-1-1-00,,device_not_recording
1745298900000,2025-04-22T05:15:00Z,1974-1-1-00,,device_not_recording
1745298960000,2025-04-22T05:16:00Z,1974-1-1-00,,device_not_recording
1745299020000,2025-04-22T05:17:00Z,1974-1-1-00,,device_not_recording
1745299080000,2025-04-22T05:18:00Z,1974-1-1-00,,device_not_recording
1745299140000,2025-04-22T05:19:00Z,1974-1-1-00,,device_not_recording
1745299200000,2025-04-22T05:20:00Z,1974-1-1-00,,device_not_recording
1745299260000,2025-04-22T05:21:00Z,1974-1-1-00,,device_not_recording
1745299320000,2025-04-22T05:22:00Z,1974-1-1-00,,device_not_recording
1745299380000,2025-04-22T05:23:00Z,1974-1-1-00,,device_not_recording
1745299440000,2025-04-22T05:24:00Z,1974-1-1-00,,device_not_recording
1745299500000,2025-04-22T05:25:00Z,1974-1-1-00,,device_not_recording
1745299560000,2025-04-22T05:26:00Z,1974-1-1-00,,device_not_recording
1745299620000,2025-04-22T05:27:00Z,1974-1-1-00,,device_not_recording
1745299680000,2025-04-22T05:28:00Z,1974-1-1-00,,device_not_recording
1745299740000,2025-04-22T05:29:00Z,1974-1-1-00,,device_not_recording
1745299800000,2025-04-22T05:30:00Z,1974-1-1-00,,device_not_recording
1745299860000,2025-04-22T05:31:00Z,1974-1-1-00,,device_not_recording
1745299920000,2025-04-22T05:32:00Z,1974-1-1-00,,device_not_recording
1745299980000,2025-04-22T05:33:00Z,1974-1-1-00,,device_not_recording
1745300040000,2025-04-22T05:34:00Z,1974-1-1-00,,device_not_recording
1745300100000,2025-04-22T05:35:00Z,1974-1-1-00,,device_not_recording
1745300160000,2025-04-22T05:36:00Z,1974-1-1-00,,device_not_recording
1745300220000,2025-04-22T05:37:00Z,1974-1-1-00,,device_not_recording
1745300280000,2025-04-22T05:38:00Z,1974-1-1-00,,device_not_recording
1745300340000,2025-04-22T05:39:00Z,1974-1-1-00,,device_not_recording
1745300400000,2025-04-22T05:40:00Z,1974-1-1-00,,device_not_recording
1745300460000,2025-04-22T05:41:00Z,1974-1-1-00,,device_not_recording
1745300520000,2025-04-22T05:42:00Z,1974-1-1-00,,device_not_recording
1745300580000,2025-04-22T05:43:00Z,1974-1-1-00,,device_not_recording
1745300640000,2025-04-22T05:44:00Z,1974-1-1-00,,device_not_recording
1745300700000,2025-04-22T05:45:00Z,1974-1-1-00,,device_not_recording
1745300760000,2025-04-22T05:46:00Z,1974-1-1-00,,device_not_recording
1745300820000,2025-04-22T05:47:00Z,1974-1-1-00,,device_not_recording
1745300880000,2025-04-22T05:48:00Z,1974-1-1-00,,device_not_recording
1745300940000,2025-04-22T05:49:00Z,1974-1-1-00,,device_not_recording
1745301000000,2025-04-22T05:50:00Z,1974-1-1-00,,device_not_recording
1745301060000,2025-04-22T05:51:00Z,1974-1-1-00,,device_not_recording
1745301120000,2025-04-22T05:52:00Z,1974-1-1-00,,device_not_recording
1745301180000,2025-04-22T05:53:00Z,1974-1-1-00,,device_not_recording
1745301240000,2025-04-22T05:54:00Z,1974-1-1-00,,device_not_recording
1745301300000,2025-04-22T05:55:00Z,1974-1-1-00,,device_not_recording
1745301360000,2025-04-22T05:56:00Z,1974-1-1-00,,device_not_recording
1745301420000,2025-04-22T05:57:00Z,1974-1-1-00,,device_not_recording
1745301480000,2025-04-22T05:58:00Z,1974-1-1-00,,device_not_recording
1745301540000,2025-04-22T05:59:00Z,1974-1-1-00,,device_not_recording
1745301600000,2025-04-22T06:00:00Z,1974-1-1-00,,device_not_recording
1745301660000,2025-04-22T06:01:00Z,1974-1-1-00,,device_not_recording
1745301720000,2025-04-22T06:02:00Z,1974-1-1-00,,device_not_recording
1745301780000,2025-04-22T06:03:00Z,1974-1-1-00,,device_not_recording
1745301840000,2025-04-22T06:04:00Z,1974-1-1-00,,device_not_recording
1745301900000,2025-04-22T06:05:00Z,1974-1-1-00,,device_not_recording
