NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
22,90,27,6.722366809844971,0.09801159406963147,4
25,90,35,9.655891418457031,0.10091179730940839,3
5,90,32,9.018286943435669,0.08102615980001596,2
7,90,38,9.923397064208984,0.0822502076625824,2
15,90,33,7.819097280502319,0.09432268601197463,3
14,90,30,6.6794044971466064,0.09314197406434176,2
13,90,36,10.012660264968872,0.09223497643762706,2
1,90,23,9.713895082473755,0.15489197770754495,3
11,90,35,9.935630559921265,0.09574538230895996,3
9,90,40,9.729053020477295,0.08239441784945402,3
24,90,37,10.073468446731567,0.09479378660519917,4
20,90,39,10.036454200744629,0.09621198126610289,3
19,90,45,10.148649454116821,0.09356357993149175,3
21,90,56,6.717522621154785,0.10130875905354818,4
10,90,46,10.205531120300293,0.07764185708144615,2
6,90,55,9.840744256973267,0.05442501107851664,1
26,90,29,7.140920162200928,0.0929006849016462,3
12,90,35,10.019578456878662,0.09825459305120975,2
17,90,35,8.972891092300415,0.0903636380737903,2
23,90,38,10.040196657180786,0.09636351962884267,3
16,90,36,10.236001253128052,0.0973757157723109,3
3,90,53,12.614722967147827,0.07458964347839356,4
4,90,41,10.023018598556519,0.07822265889909533,3
18,90,37,9.62962818145752,0.10359998047351837,2
8,90,41,10.46178388595581,0.08161777370380906,2
2,90,25,9.681996583938599,0.13043289834802801,3
