id_participant,task_type,sequence_number,timestamp,eda_value
1573-1-1-21,Perception,17,1749488721.017645,0.093932
1573-1-1-21,Perception,17,1749488721.267627,0.094313
1573-1-1-21,Perception,17,1749488721.517609,0.093362
1573-1-1-21,Perception,17,1749488721.767591,0.092791
1573-1-1-21,Perception,17,1749488722.017573,0.092718
1573-1-1-21,Perception,17,1749488722.267555,0.095499
1573-1-1-21,Perception,17,1749488722.517537,0.095045
1573-1-1-21,Perception,17,1749488722.767519,0.095133
1573-1-1-21,Perception,17,1749488723.017501,0.095323
1573-1-1-21,Perception,17,1749488723.267483,0.095601
1573-1-1-21,Perception,17,1749488723.517465,0.095952
1573-1-1-21,Perception,17,1749488723.767447,0.094708
1573-1-1-21,Perception,17,1749488724.017429,0.094781
1573-1-1-21,Perception,17,1749488724.267411,0.094137
1573-1-1-21,Perception,17,1749488724.517393,0.094811
1573-1-1-21,Perception,17,1749488724.767375,0.093259
1573-1-1-21,Perception,17,1749488725.017357,0.095264
1573-1-1-21,Perception,17,1749488725.267339,0.094254
1573-1-1-21,Perception,17,1749488725.517321,0.095645
1573-1-1-21,Perception,17,1749488725.767303,0.09462
1573-1-1-21,Perception,17,1749488726.017285,0.095089
1573-1-1-21,Perception,17,1749488726.267267,0.094445
1573-1-1-21,Perception,17,1749488726.517249,0.09462
1573-1-1-21,Perception,17,1749488726.767231,0.094225
1573-1-1-21,Perception,17,1749488727.017213,0.095513
1573-1-1-21,Perception,17,1749488727.267195,0.095484
1573-1-1-21,Perception,17,1749488727.517177,0.093479
1573-1-1-21,Perception,18,1749488736.266548,0.096304
1573-1-1-21,Perception,18,1749488736.516531,0.094518
1573-1-1-21,Perception,18,1749488736.766512,0.094503
1573-1-1-21,Perception,18,1749488737.016495,0.093888
1573-1-1-21,Perception,18,1749488737.266477,0.094562
1573-1-1-21,Perception,18,1749488737.516459,0.095411
1573-1-1-21,Perception,18,1749488737.766441,0.095777
1573-1-1-21,Perception,18,1749488738.016423,0.095089
1573-1-1-21,Perception,18,1749488738.266405,0.094928
1573-1-1-21,Perception,18,1749488738.516387,0.09503
1573-1-1-21,Perception,18,1749488738.766369,0.09443
1573-1-1-21,Perception,18,1749488739.016351,0.095718
1573-1-1-21,Perception,18,1749488739.266333,0.093449
1573-1-1-21,Perception,18,1749488739.516315,0.093786
1573-1-1-21,Perception,18,1749488739.766297,0.092469
1573-1-1-21,Perception,18,1749488740.016279,0.095001
1573-1-1-21,Perception,18,1749488740.266261,0.094269
1573-1-1-21,Perception,18,1749488740.516243,0.09462
1573-1-1-21,Perception,18,1749488740.766225,0.09443
1573-1-1-21,Perception,18,1749488741.016207,0.094942
1573-1-1-21,Perception,18,1749488741.266189,0.09383
1573-1-1-21,Perception,18,1749488741.516171,0.094137
1573-1-1-21,Perception,18,1749488741.766153,0.095484
1573-1-1-21,Perception,18,1749488742.016135,0.095835
1573-1-1-21,Perception,18,1749488742.266117,0.096743
1573-1-1-21,Perception,18,1749488742.516099,0.095616
1573-1-1-21,Perception,18,1749488742.766081,0.095352
1573-1-1-21,Perception,18,1749488743.016063,0.095045
1573-1-1-21,Perception,18,1749488743.266045,0.096069
1573-1-1-21,Perception,18,1749488743.516027,0.094459
1573-1-1-21,Perception,18,1749488743.766009,0.095089
1573-1-1-21,Perception,18,1749488744.015991,0.095323
1573-1-1-21,Perception,18,1749488744.265973,0.094533
1573-1-1-21,Perception,18,1749488744.515955,0.095411
1573-1-1-21,Perception,18,1749488744.765938,0.094942
1573-1-1-21,Perception,18,1749488745.015919,0.09465
1573-1-1-21,Perception,18,1749488745.265902,0.094401
1573-1-1-21,Perception,18,1749488745.515884,0.094181
1573-1-1-21,Perception,18,1749488745.765866,0.093991
1573-1-1-21,Perception,18,1749488746.015848,0.095484
1573-1-1-21,Perception,18,1749488746.26583,0.095718
1573-1-1-21,Perception,18,1749488746.515812,0.096538
1573-1-1-21,Perception,18,1749488746.765794,0.09626
1573-1-1-21,Perception,18,1749488747.015776,0.095059
1573-1-1-21,Perception,18,1749488747.265758,0.095235
1573-1-1-21,Perception,18,1749488747.51574,0.094913
1573-1-1-21,Perception,18,1749488747.765722,0.094547
1573-1-1-21,Perception,18,1749488748.015704,0.094942
1573-1-1-21,Perception,18,1749488748.265686,0.09443
1573-1-1-21,Perception,18,1749488748.515668,0.094664
1573-1-1-21,Perception,18,1749488748.76565,0.094211
1573-1-1-21,Perception,18,1749488749.015632,0.094635
1573-1-1-21,Perception,18,1749488749.265614,0.094035
1573-1-1-21,Perception,18,1749488749.515596,0.09462
1573-1-1-21,Perception,19,1749488754.015273,0.09645
1573-1-1-21,Perception,19,1749488754.265255,0.095382
1573-1-1-21,Perception,19,1749488754.515237,0.095499
1573-1-1-21,Perception,19,1749488754.765219,0.094913
1573-1-1-21,Perception,19,1749488755.015201,0.094942
1573-1-1-21,Perception,19,1749488755.265183,0.096523
1573-1-1-21,Perception,19,1749488755.515165,0.095865
1573-1-1-21,Perception,19,1749488755.765147,0.096084
1573-1-1-21,Perception,19,1749488756.015129,0.095162
1573-1-1-21,Perception,19,1749488756.265111,0.096172
1573-1-1-21,Perception,19,1749488756.515093,0.096787
1573-1-1-21,Perception,19,1749488756.765075,0.096377
1573-1-1-21,Perception,19,1749488757.015057,0.095338
1573-1-1-21,Perception,19,1749488757.265039,0.094591
1573-1-1-21,Perception,19,1749488757.515021,0.094254
1573-1-1-21,Perception,19,1749488757.765003,0.093684
1573-1-1-21,Perception,19,1749488758.014985,0.093918
1573-1-1-21,Perception,19,1749488758.264967,0.094489
1573-1-1-21,Perception,19,1749488758.514949,0.09544
1573-1-1-21,Perception,19,1749488758.764931,0.096304
1573-1-1-21,Perception,19,1749488759.014913,0.095235
1573-1-1-21,Perception,19,1749488759.264895,0.095001
1573-1-1-21,Perception,19,1749488759.514877,0.095338
1573-1-1-21,Perception,19,1749488759.764859,0.094825
1573-1-1-21,Perception,19,1749488760.014841,0.094445
1573-1-1-21,Perception,19,1749488760.264823,0.09462
1573-1-1-21,Perception,19,1749488760.514805,0.096333
1573-1-1-21,Perception,19,1749488760.764787,0.097167
1573-1-1-21,Perception,19,1749488761.01477,0.096933
1573-1-1-21,Perception,19,1749488761.264751,0.096026
1573-1-1-21,Perception,19,1749488761.514734,0.096479
1573-1-1-21,Perception,19,1749488761.764716,0.096069
1573-1-1-21,Perception,19,1749488762.014698,0.096245
1573-1-1-21,Perception,19,1749488762.26468,0.093771
1573-1-1-21,Perception,19,1749488762.514662,0.094898
1573-1-1-21,Perception,19,1749488762.764644,0.094503
1573-1-1-21,Perception,19,1749488763.014626,0.095147
1573-1-1-21,Perception,19,1749488763.264608,0.094986
1573-1-1-21,Perception,19,1749488763.51459,0.095147
1573-1-1-21,Perception,19,1749488763.764572,0.094606
1573-1-1-21,Perception,19,1749488764.014554,0.093991
1573-1-1-21,Perception,19,1749488764.264536,0.095894
1573-1-1-21,Perception,19,1749488764.514518,0.096435
1573-1-1-21,Perception,19,1749488764.7645,0.094064
1573-1-1-21,Perception,19,1749488765.014482,0.094225
1573-1-1-21,Perception,19,1749488765.264464,0.093932
1573-1-1-21,Perception,19,1749488765.514446,0.092937
1573-1-1-21,Perception,19,1749488765.764428,0.094811
1573-1-1-21,Perception,19,1749488766.01441,0.095499
1573-1-1-21,Perception,19,1749488766.264392,0.097299
1573-1-1-21,Perception,19,1749488766.514374,0.095982
1573-1-1-21,Perception,19,1749488766.764356,0.09462
1573-1-1-21,Perception,19,1749488767.014338,0.094137
1573-1-1-21,Perception,19,1749488767.26432,0.093113
1573-1-1-21,Perception,20,1749488845.758678,0.100197
1573-1-1-21,Perception,20,1749488846.00866,0.0997
1573-1-1-21,Perception,20,1749488846.258642,0.099348
1573-1-1-21,Perception,20,1749488846.508624,0.098924
1573-1-1-21,Perception,20,1749488846.758606,0.10008
1573-1-1-21,Perception,20,1749488847.008588,0.099363
1573-1-1-21,Perception,20,1749488847.25857,0.100607
1573-1-1-21,Perception,20,1749488847.508552,0.099656
1573-1-1-21,Perception,20,1749488847.758534,0.100065
1573-1-1-21,Perception,20,1749488848.008516,0.101149
1573-1-1-21,Perception,20,1749488848.258498,0.100373
1573-1-1-21,Perception,20,1749488848.50848,0.099495
1573-1-1-21,Perception,20,1749488848.758462,0.100373
1573-1-1-21,Perception,20,1749488849.008444,0.100519
1573-1-1-21,Perception,20,1749488849.258426,0.099553
1573-1-1-21,Perception,20,1749488849.508408,0.099319
1573-1-1-21,Perception,20,1749488849.75839,0.0997
1573-1-1-21,Perception,20,1749488850.008372,0.100666
1573-1-1-21,Perception,20,1749488850.258354,0.100534
1573-1-1-21,Perception,20,1749488850.508336,0.100724
1573-1-1-21,Perception,20,1749488850.758318,0.100534
1573-1-1-21,Perception,20,1749488851.008301,0.100812
1573-1-1-21,Perception,20,1749488851.258282,0.100168
1573-1-1-21,Perception,20,1749488851.508265,0.099612
1573-1-1-21,Perception,20,1749488851.758246,0.099626
1573-1-1-21,Perception,20,1749488852.008229,0.100812
1573-1-1-21,Perception,20,1749488852.258211,0.099509
1573-1-1-21,Perception,20,1749488852.508193,0.099451
1573-1-1-21,Perception,20,1749488852.758175,0.099597
1573-1-1-21,Perception,20,1749488853.008157,0.100095
1573-1-1-21,Perception,20,1749488853.258139,0.100695
1573-1-1-21,Perception,20,1749488853.508121,0.100036
1573-1-1-21,Perception,20,1749488853.758103,0.099436
1573-1-1-21,Perception,20,1749488854.008085,0.101529
1573-1-1-21,Perception,20,1749488854.258067,0.101339
1573-1-1-21,Perception,20,1749488854.508049,0.100519
1573-1-1-21,Perception,20,1749488854.758031,0.100592
1573-1-1-21,Perception,20,1749488855.008013,0.10049
1573-1-1-21,Perception,20,1749488855.257995,0.099348
1573-1-1-21,Perception,20,1749488855.507977,0.100929
1573-1-1-21,Perception,20,1749488855.757959,0.100109
1573-1-1-21,Perception,20,1749488856.007941,0.099304
1573-1-1-21,Perception,20,1749488856.257923,0.100226
1573-1-1-21,Perception,20,1749488856.507905,0.100095
1573-1-1-21,Perception,20,1749488856.757887,0.100051
1573-1-1-21,Perception,20,1749488857.007869,0.098938
1573-1-1-21,Perception,20,1749488857.257851,0.100387
1573-1-1-21,Perception,20,1749488857.507833,0.101236
1573-1-1-21,Perception,20,1749488857.757815,0.099685
1573-1-1-21,Perception,20,1749488858.007797,0.100578
1573-1-1-21,Perception,20,1749488858.257779,0.101119
1573-1-1-21,Perception,20,1749488858.507761,0.10109
1573-1-1-21,Perception,20,1749488858.757743,0.100022
1573-1-1-21,Perception,20,1749488859.007725,0.100636
1573-1-1-21,Perception,20,1749488859.257707,0.100914
1573-1-1-21,Perception,21,1749488965.000106,0.106652
1573-1-1-21,Perception,21,1749488965.250088,0.105613
1573-1-1-21,Perception,21,1749488965.50007,0.106682
1573-1-1-21,Perception,21,1749488965.750052,0.106433
1573-1-1-21,Perception,21,1749488966.000035,0.106623
1573-1-1-21,Perception,21,1749488966.250016,0.106008
1573-1-1-21,Perception,21,1749488966.499999,0.106433
1573-1-1-21,Perception,21,1749488966.74998,0.107208
1573-1-1-21,Perception,21,1749488966.999963,0.107955
1573-1-1-21,Perception,21,1749488967.249945,0.108614
1573-1-1-21,Perception,21,1749488967.499927,0.107765
1573-1-1-21,Perception,21,1749488967.749909,0.107062
1573-1-1-21,Perception,21,1749488967.999891,0.10734
1573-1-1-21,Perception,21,1749488968.249873,0.10715
1573-1-1-21,Perception,21,1749488968.499855,0.10535
1573-1-1-21,Perception,21,1749488968.749837,0.10674
1573-1-1-21,Perception,21,1749488968.999819,0.106199
1573-1-1-21,Perception,21,1749488969.249801,0.106345
1573-1-1-21,Perception,21,1749488969.499783,0.107399
1573-1-1-21,Perception,21,1749488969.749765,0.10734
1573-1-1-21,Perception,21,1749488969.999747,0.10756
1573-1-1-21,Perception,21,1749488970.249729,0.109185
1573-1-1-21,Perception,21,1749488970.499711,0.107428
1573-1-1-21,Perception,21,1749488970.749693,0.107091
1573-1-1-21,Perception,21,1749488970.999675,0.107326
1573-1-1-21,Perception,21,1749488971.249657,0.10794
1573-1-1-21,Perception,21,1749488971.499639,0.108145
1573-1-1-21,Perception,21,1749488971.749621,0.107413
1573-1-1-21,Perception,21,1749488971.999603,0.108145
1573-1-1-21,Perception,21,1749488972.249585,0.107179
1573-1-1-21,Perception,21,1749488972.499567,0.108043
1573-1-1-21,Perception,21,1749488972.749549,0.106769
1573-1-1-21,Perception,21,1749488972.999531,0.107692
1573-1-1-21,Perception,21,1749488973.249513,0.107165
1573-1-1-21,Perception,21,1749488973.499495,0.107296
1573-1-1-21,Perception,21,1749488973.749477,0.106813
1573-1-1-21,Perception,21,1749488973.99946,0.10655
1573-1-1-21,Perception,21,1749488974.249441,0.106857
1573-1-1-21,Perception,21,1749488974.499424,0.106974
1573-1-1-21,Perception,21,1749488974.749406,0.107062
1573-1-1-21,Perception,21,1749488974.999388,0.106374
1573-1-1-21,Perception,21,1749488975.24937,0.105891
1573-1-1-21,Perception,21,1749488975.499352,0.10614
1573-1-1-21,Perception,21,1749488975.749334,0.106242
1573-1-1-21,Perception,21,1749488975.999316,0.105759
1573-1-1-21,Perception,21,1749488976.249298,0.106667
1573-1-1-21,Perception,21,1749488976.49928,0.107165
1573-1-1-21,Perception,21,1749488976.749262,0.106199
1573-1-1-21,Perception,21,1749488976.999244,0.10693
1573-1-1-21,Perception,21,1749488977.249226,0.106374
1573-1-1-21,Perception,21,1749488977.499208,0.107223
1573-1-1-21,Perception,21,1749488977.74919,0.10715
1573-1-1-21,Perception,21,1749488977.999172,0.106872
1573-1-1-21,Perception,21,1749488978.249154,0.107311
1573-1-1-21,Perception,22,1749489115.739271,0.109228
1573-1-1-21,Perception,22,1749489115.989253,0.110136
1573-1-1-21,Perception,22,1749489116.239235,0.110019
1573-1-1-21,Perception,22,1749489116.489217,0.111775
1573-1-1-21,Perception,22,1749489116.739199,0.109975
1573-1-1-21,Perception,22,1749489116.989181,0.11157
1573-1-1-21,Perception,22,1749489117.239163,0.110151
1573-1-1-21,Perception,22,1749489117.489145,0.1128
1573-1-1-21,Perception,22,1749489117.739127,0.111336
1573-1-1-21,Perception,22,1749489117.989109,0.112375
1573-1-1-21,Perception,22,1749489118.239091,0.111117
1573-1-1-21,Perception,22,1749489118.489073,0.111717
1573-1-1-21,Perception,22,1749489118.739055,0.109726
1573-1-1-21,Perception,22,1749489118.989037,0.11201
1573-1-1-21,Perception,22,1749489119.239019,0.111761
1573-1-1-21,Perception,22,1749489119.489001,0.111365
1573-1-1-21,Perception,22,1749489119.738983,0.109433
1573-1-1-21,Perception,22,1749489119.988965,0.10958
1573-1-1-21,Perception,22,1749489120.238947,0.11258
1573-1-1-21,Perception,22,1749489120.488929,0.111644
1573-1-1-21,Perception,22,1749489120.738911,0.112946
1573-1-1-21,Perception,22,1749489120.988893,0.111892
1573-1-1-21,Perception,22,1749489121.238875,0.110473
1573-1-1-21,Perception,22,1749489121.488858,0.111892
1573-1-1-21,Perception,22,1749489121.738839,0.112785
1573-1-1-21,Perception,22,1749489121.988822,0.11179
1573-1-1-21,Perception,22,1749489122.238804,0.113473
1573-1-1-21,Perception,22,1749489122.488786,0.111322
1573-1-1-21,Perception,22,1749489122.738768,0.11138
1573-1-1-21,Perception,22,1749489122.98875,0.110004
1573-1-1-21,Perception,22,1749489123.238732,0.110868
1573-1-1-21,Perception,22,1749489123.488714,0.111731
1573-1-1-21,Perception,22,1749489123.738696,0.111819
1573-1-1-21,Perception,22,1749489123.988678,0.111248
1573-1-1-21,Perception,22,1749489124.23866,0.109697
1573-1-1-21,Perception,22,1749489124.488642,0.109975
1573-1-1-21,Perception,22,1749489124.738624,0.111307
1573-1-1-21,Perception,22,1749489124.988606,0.112024
1573-1-1-21,Perception,22,1749489125.238588,0.111087
1573-1-1-21,Perception,22,1749489125.48857,0.10996
1573-1-1-21,Perception,22,1749489125.738552,0.110853
1573-1-1-21,Perception,22,1749489125.988534,0.11059
1573-1-1-21,Perception,22,1749489126.238516,0.111936
1573-1-1-21,Perception,22,1749489126.488498,0.111761
1573-1-1-21,Perception,22,1749489126.73848,0.110619
1573-1-1-21,Perception,22,1749489126.988462,0.111468
1573-1-1-21,Perception,22,1749489127.238444,0.10955
1573-1-1-21,Perception,22,1749489127.488426,0.109697
1573-1-1-21,Perception,22,1749489127.738408,0.110238
1573-1-1-21,Perception,22,1749489127.98839,0.1122
1573-1-1-21,Perception,22,1749489128.238372,0.110487
1573-1-1-21,Perception,22,1749489128.488354,0.110824
1573-1-1-21,Perception,22,1749489128.738336,0.111292
1573-1-1-21,Perception,22,1749489128.988318,0.10955
1573-1-1-21,Perception,23,1749489080.741786,0.106491
1573-1-1-21,Perception,23,1749489080.991769,0.10734
1573-1-1-21,Perception,23,1749489081.24175,0.108482
1573-1-1-21,Perception,23,1749489081.491733,0.108906
1573-1-1-21,Perception,23,1749489081.741714,0.108204
1573-1-1-21,Perception,23,1749489081.991697,0.107413
1573-1-1-21,Perception,23,1749489082.241679,0.105393
1573-1-1-21,Perception,23,1749489082.491661,0.10693
1573-1-1-21,Perception,23,1749489082.741643,0.107208
1573-1-1-21,Perception,23,1749489082.991625,0.10816
1573-1-1-21,Perception,23,1749489083.241607,0.106813
1573-1-1-21,Perception,23,1749489083.491589,0.107867
1573-1-1-21,Perception,23,1749489083.741571,0.108087
1573-1-1-21,Perception,23,1749489083.991553,0.10835
1573-1-1-21,Perception,23,1749489084.241535,0.108863
1573-1-1-21,Perception,23,1749489084.491517,0.107369
1573-1-1-21,Perception,23,1749489084.741499,0.108057
1573-1-1-21,Perception,23,1749489084.991481,0.108804
1573-1-1-21,Perception,23,1749489085.241463,0.108906
1573-1-1-21,Perception,23,1749489085.491445,0.108043
1573-1-1-21,Perception,23,1749489085.741427,0.109697
1573-1-1-21,Perception,23,1749489085.991409,0.108555
1573-1-1-21,Perception,23,1749489086.241391,0.108789
1573-1-1-21,Perception,23,1749489086.491373,0.108819
1573-1-1-21,Perception,23,1749489086.741355,0.10917
1573-1-1-21,Perception,23,1749489086.991337,0.109346
1573-1-1-21,Perception,23,1749489087.241319,0.108072
1573-1-1-21,Perception,23,1749489087.491301,0.109228
1573-1-1-21,Perception,23,1749489087.741283,0.10835
1573-1-1-21,Perception,23,1749489087.991265,0.108848
1573-1-1-21,Perception,23,1749489088.241247,0.109697
1573-1-1-21,Perception,23,1749489088.491229,0.108379
1573-1-1-21,Perception,23,1749489088.741211,0.107999
1573-1-1-21,Perception,23,1749489088.991194,0.109741
1573-1-1-21,Perception,23,1749489089.241175,0.108863
1573-1-1-21,Perception,23,1749489089.491158,0.109038
1573-1-1-21,Perception,23,1749489089.74114,0.109053
1573-1-1-21,Perception,23,1749489089.991122,0.108716
1573-1-1-21,Perception,23,1749489090.241104,0.108804
1573-1-1-21,Perception,23,1749489090.491086,0.108687
1573-1-1-21,Perception,23,1749489090.741068,0.108409
1573-1-1-21,Perception,23,1749489090.99105,0.108145
1573-1-1-21,Perception,23,1749489091.241032,0.108614
1573-1-1-21,Perception,23,1749489091.491014,0.109316
1573-1-1-21,Perception,23,1749489091.740996,0.11078
1573-1-1-21,Perception,23,1749489091.990978,0.110985
1573-1-1-21,Perception,23,1749489092.24096,0.10999
1573-1-1-21,Perception,23,1749489092.490942,0.11198
1573-1-1-21,Perception,23,1749489092.740924,0.111556
1573-1-1-21,Perception,23,1749489092.990906,0.109814
1573-1-1-21,Perception,23,1749489093.240888,0.112449
1573-1-1-21,Perception,23,1749489093.49087,0.1128
1573-1-1-21,Perception,23,1749489093.740852,0.112214
1573-1-1-21,Perception,23,1749489093.990834,0.110136
1573-1-1-21,Perception,24,1749488775.013763,0.098192
1573-1-1-21,Perception,24,1749488775.263745,0.096509
1573-1-1-21,Perception,24,1749488775.513727,0.097782
1573-1-1-21,Perception,24,1749488775.763709,0.09926
1573-1-1-21,Perception,24,1749488776.013691,0.097475
1573-1-1-21,Perception,24,1749488776.263673,0.096948
1573-1-1-21,Perception,24,1749488776.513655,0.097123
1573-1-1-21,Perception,24,1749488776.763637,0.096626
1573-1-1-21,Perception,24,1749488777.013619,0.097343
1573-1-1-21,Perception,24,1749488777.263602,0.096845
1573-1-1-21,Perception,24,1749488777.513583,0.097197
1573-1-1-21,Perception,24,1749488777.763566,0.097826
1573-1-1-21,Perception,24,1749488778.013548,0.097811
1573-1-1-21,Perception,24,1749488778.26353,0.097504
1573-1-1-21,Perception,24,1749488778.513512,0.096699
1573-1-1-21,Perception,24,1749488778.763494,0.096918
1573-1-1-21,Perception,24,1749488779.013476,0.096699
1573-1-1-21,Perception,24,1749488779.263458,0.098821
1573-1-1-21,Perception,24,1749488779.51344,0.098865
1573-1-1-21,Perception,24,1749488779.763422,0.098821
1573-1-1-21,Perception,24,1749488780.013404,0.099246
1573-1-1-21,Perception,24,1749488780.263386,0.098016
1573-1-1-21,Perception,24,1749488780.513368,0.09623
1573-1-1-21,Perception,24,1749488780.76335,0.096611
1573-1-1-21,Perception,24,1749488781.013332,0.10068
1573-1-1-21,Perception,24,1749488781.263314,0.106725
1573-1-1-21,Perception,24,1749488781.513296,0.098104
1573-1-1-21,Perception,24,1749488781.763278,0.096948
1573-1-1-21,Perception,24,1749488782.01326,0.096977
1573-1-1-21,Perception,24,1749488782.263242,0.097123
1573-1-1-21,Perception,24,1749488782.513224,0.096304
1573-1-1-21,Perception,24,1749488782.763206,0.095586
1573-1-1-21,Perception,24,1749488783.013188,0.097182
1573-1-1-21,Perception,24,1749488783.26317,0.096084
1573-1-1-21,Perception,24,1749488783.513152,0.095367
1573-1-1-21,Perception,24,1749488783.763134,0.095835
1573-1-1-21,Perception,24,1749488784.013116,0.094664
1573-1-1-21,Perception,24,1749488784.263098,0.095367
1573-1-1-21,Perception,24,1749488784.51308,0.095996
1573-1-1-21,Perception,24,1749488784.763062,0.095908
1573-1-1-21,Perception,24,1749488785.013044,0.095162
1573-1-1-21,Perception,24,1749488785.263026,0.095865
1573-1-1-21,Perception,24,1749488785.513008,0.095718
1573-1-1-21,Perception,24,1749488785.76299,0.096772
1573-1-1-21,Perception,24,1749488786.012973,0.096304
1573-1-1-21,Perception,24,1749488786.262954,0.097226
1573-1-1-21,Perception,24,1749488786.512937,0.098031
1573-1-1-21,Perception,24,1749488786.762919,0.096113
1573-1-1-21,Perception,24,1749488787.012901,0.095879
1573-1-1-21,Perception,24,1749488787.262883,0.095762
1573-1-1-21,Perception,24,1749488787.512865,0.096113
1573-1-1-21,Perception,24,1749488787.762847,0.09645
1573-1-1-21,Perception,24,1749488788.012829,0.095177
1573-1-1-21,Perception,24,1749488788.262811,0.095557
1573-1-1-21,Perception,25,1749489047.99414,0.105964
1573-1-1-21,Perception,25,1749489048.244123,0.106213
1573-1-1-21,Perception,25,1749489048.494105,0.107926
1573-1-1-21,Perception,25,1749489048.744087,0.106857
1573-1-1-21,Perception,25,1749489048.994069,0.105964
1573-1-1-21,Perception,25,1749489049.244051,0.106199
1573-1-1-21,Perception,25,1749489049.494033,0.106228
1573-1-1-21,Perception,25,1749489049.744015,0.106945
1573-1-1-21,Perception,25,1749489049.993997,0.107179
1573-1-1-21,Perception,25,1749489050.243979,0.106506
1573-1-1-21,Perception,25,1749489050.493961,0.107984
1573-1-1-21,Perception,25,1749489050.743943,0.106784
1573-1-1-21,Perception,25,1749489050.993925,0.105759
1573-1-1-21,Perception,25,1749489051.243907,0.10636
1573-1-1-21,Perception,25,1749489051.493889,0.107501
1573-1-1-21,Perception,25,1749489051.743871,0.106608
1573-1-1-21,Perception,25,1749489051.993853,0.107545
1573-1-1-21,Perception,25,1749489052.243835,0.107018
1573-1-1-21,Perception,25,1749489052.493817,0.10715
1573-1-1-21,Perception,25,1749489052.743799,0.106491
1573-1-1-21,Perception,25,1749489052.993781,0.105203
1573-1-1-21,Perception,25,1749489053.243763,0.107004
1573-1-1-21,Perception,25,1749489053.493745,0.106638
1573-1-1-21,Perception,25,1749489053.743727,0.106711
1573-1-1-21,Perception,25,1749489053.993709,0.106462
1573-1-1-21,Perception,25,1749489054.243691,0.107487
1573-1-1-21,Perception,25,1749489054.493673,0.106725
1573-1-1-21,Perception,25,1749489054.743655,0.108189
1573-1-1-21,Perception,25,1749489054.993637,0.107867
1573-1-1-21,Perception,25,1749489055.243619,0.106652
1573-1-1-21,Perception,25,1749489055.493601,0.106155
1573-1-1-21,Perception,25,1749489055.743583,0.107047
1573-1-1-21,Perception,25,1749489055.993566,0.107062
1573-1-1-21,Perception,25,1749489056.243547,0.106667
1573-1-1-21,Perception,25,1749489056.49353,0.106403
1573-1-1-21,Perception,25,1749489056.743511,0.106725
1573-1-1-21,Perception,25,1749489056.993494,0.106652
1573-1-1-21,Perception,25,1749489057.243476,0.107077
1573-1-1-21,Perception,25,1749489057.493458,0.106199
1573-1-1-21,Perception,25,1749489057.74344,0.105569
1573-1-1-21,Perception,25,1749489057.993422,0.10592
1573-1-1-21,Perception,25,1749489058.243404,0.105672
1573-1-1-21,Perception,25,1749489058.493386,0.106316
1573-1-1-21,Perception,25,1749489058.743368,0.106857
1573-1-1-21,Perception,25,1749489058.99335,0.105379
1573-1-1-21,Perception,25,1749489059.243332,0.107618
1573-1-1-21,Perception,25,1749489059.493314,0.10816
1573-1-1-21,Perception,25,1749489059.743296,0.107165
1573-1-1-21,Perception,25,1749489059.993278,0.107047
1573-1-1-21,Perception,25,1749489060.24326,0.106682
1573-1-1-21,Perception,25,1749489060.493242,0.106286
1573-1-1-21,Perception,25,1749489060.743224,0.107106
1573-1-1-21,Perception,25,1749489060.993206,0.106916
1573-1-1-21,Perception,25,1749489061.243188,0.107384
1573-1-1-21,Perception,25,1749489061.49317,0.10857
1573-1-1-21,Perception,26,1749488651.272658,0.089131
1573-1-1-21,Perception,26,1749488651.52264,0.089439
1573-1-1-21,Perception,26,1749488651.772622,0.089541
1573-1-1-21,Perception,26,1749488652.022604,0.090888
1573-1-1-21,Perception,26,1749488652.272586,0.089951
1573-1-1-21,Perception,26,1749488652.522568,0.090317
1573-1-1-21,Perception,26,1749488652.77255,0.090361
1573-1-1-21,Perception,26,1749488653.022532,0.09099
1573-1-1-21,Perception,26,1749488653.272514,0.090815
1573-1-1-21,Perception,26,1749488653.522496,0.091342
1573-1-1-21,Perception,26,1749488653.772478,0.090288
1573-1-1-21,Perception,26,1749488654.02246,0.088429
1573-1-1-21,Perception,26,1749488654.272442,0.090068
1573-1-1-21,Perception,26,1749488654.522424,0.089834
1573-1-1-21,Perception,26,1749488654.772407,0.088824
1573-1-1-21,Perception,26,1749488655.022388,0.088839
1573-1-1-21,Perception,26,1749488655.272371,0.088443
1573-1-1-21,Perception,26,1749488655.522353,0.090024
1573-1-1-21,Perception,26,1749488655.772335,0.089058
1573-1-1-21,Perception,26,1749488656.022317,0.0896
1573-1-1-21,Perception,26,1749488656.272299,0.0896
1573-1-1-21,Perception,26,1749488656.522281,0.089922
1573-1-1-21,Perception,26,1749488656.772263,0.0902
1573-1-1-21,Perception,26,1749488657.022245,0.089512
1573-1-1-21,Perception,26,1749488657.272227,0.09058
1573-1-1-21,Perception,26,1749488657.522209,0.089951
1573-1-1-21,Perception,26,1749488657.772191,0.090976
1573-1-1-21,Perception,26,1749488658.022173,0.091605
1573-1-1-21,Perception,26,1749488658.272155,0.091517
1573-1-1-21,Perception,26,1749488658.522137,0.090039
1573-1-1-21,Perception,26,1749488658.772119,0.091561
1573-1-1-21,Perception,26,1749488659.022101,0.091766
1573-1-1-21,Perception,26,1749488659.272083,0.092044
1573-1-1-21,Perception,26,1749488659.522065,0.090332
1573-1-1-21,Perception,26,1749488659.772047,0.090741
1573-1-1-21,Perception,26,1749488660.022029,0.091093
1573-1-1-21,Perception,26,1749488660.272011,0.090551
1573-1-1-21,Perception,26,1749488660.521993,0.090815
