id_participant,sequence_number,task_type,std_raw,max_phasic,area_phasic,nb_scr_peaks,signal_len
1573-1-1-13,12,Perception,0.0009866986766301304,0.002258882301460316,0.0097937678261633,14,54
1573-1-1-13,12,Reproduction,0.0017091619136839933,0.0013874394228870234,0.012000800463831684,12,54
1573-1-1-13,13,Perception,0.0009583591107644276,0.0024948957147632343,0.011446648324890037,13,54
1573-1-1-13,13,Reproduction,0.000990659975420357,0.0028225708176627144,0.01349390270027768,11,54
1573-1-1-13,14,Perception,0.001803970647312445,0.0014207011097238133,0.010597522922702506,13,54
1573-1-1-13,14,Reproduction,0.003380549111652764,0.005119428884366173,0.023696444090728103,13,54
1573-1-1-13,15,Perception,0.0007741132980049803,0.0019211814365812762,0.008045038411692183,14,54
1573-1-1-13,15,Reproduction,0.0011301317653009083,0.0018064119515318138,0.012277786024967622,12,55
1573-1-1-13,16,Perception,0.0008175506482654989,0.0012430984744684849,0.007774512978694479,15,55
1573-1-1-13,16,Reproduction,0.0008528732596242934,0.0017065743696454078,0.008018138575131764,12,54
1573-1-1-13,17,Perception,0.0011834261824280369,0.006022843167351478,0.022565694765637374,9,55
1573-1-1-13,17,Reproduction,0.0010719208687050704,0.002350606348976914,0.01057838250018369,16,54
1573-1-1-13,18,Perception,0.0011840412826064487,0.003160893319197733,0.010181578266507946,12,54
1573-1-1-13,18,Reproduction,0.023424313270425132,0.09873800671431764,0.1755042903622827,1,54
1573-1-1-13,19,Perception,0.0009916266003248799,0.0032391850033829535,0.013197174617166468,12,54
1573-1-1-13,19,Reproduction,0.0014070244138973409,0.003198747114677355,0.016943124449266583,10,54
1573-1-1-13,20,Perception,0.0011345963968749644,0.0020373348674751915,0.011496676620633646,13,55
1573-1-1-13,20,Reproduction,0.001231473097855061,0.001550227635858833,0.011218221577470593,13,54
1573-1-1-13,21,Perception,0.0008365721176881748,0.0020958198910777195,0.008029270594864801,10,54
1573-1-1-13,21,Reproduction,0.0017301699628926245,0.0014540513230602353,0.017192617794487476,13,55
1573-1-1-13,22,Perception,0.001210117182222757,0.0023350215304628425,0.00931208057010187,10,55
1573-1-1-13,22,Reproduction,0.00231627513470595,0.0032057635702628386,0.01817780323553646,10,54
1573-1-1-13,23,Perception,0.0011575853281024827,0.001780741867239899,0.01593939751424217,11,54
1573-1-1-13,23,Reproduction,0.0009945004885962506,0.0026926218308936695,0.008079237191019925,10,55
1573-1-1-13,24,Perception,0.0012935195232484104,0.002953435195629218,0.011543014711411784,12,55
1573-1-1-13,24,Reproduction,0.0026532379243475613,0.005996867949897663,0.01810541487065448,11,54
1573-1-1-13,25,Perception,0.0009837374708580788,0.003344249407672438,0.010908911600321803,15,55
1573-1-1-13,25,Reproduction,0.0010983169080558044,0.002078336399343341,0.01175538555403865,11,54
1573-1-1-13,26,Perception,0.0008276543563310226,0.0016197324273276817,0.008712819566731263,14,55
1573-1-1-13,26,Reproduction,0.0012253700222210533,0.001784979212047917,0.009898252129506013,16,54
1573-1-1-21,1,Perception,0.0007893234423040061,0.0018714176694748755,0.008109039528390762,14,54
1573-1-1-21,1,Reproduction,0.0006922825482006679,0.0017916752088772362,0.007022003837122712,15,54
1573-1-1-21,2,Perception,0.0009643393128752202,0.0023075688451275,0.009941908530304907,15,54
1573-1-1-21,2,Reproduction,0.0011686036777092384,0.003361120231103065,0.011897965662370403,12,54
1573-1-1-21,3,Perception,0.0007423194669514525,0.0015394194157592911,0.0081210020078252,13,54
1573-1-1-21,3,Reproduction,0.000873034441360975,0.0027054877517534532,0.009959613204052668,14,54
1573-1-1-21,4,Perception,0.0009441525839883363,0.001843641369298679,0.010898086650864617,12,54
1573-1-1-21,4,Reproduction,0.001638827964969304,0.0022828302978136496,0.010554547840711283,12,54
1573-1-1-21,5,Perception,0.0009776304576517632,0.0014701913934593682,0.006932742320400272,12,54
1573-1-1-21,5,Reproduction,0.0007773490416658882,0.001465531828520487,0.007954448898586586,12,54
1573-1-1-21,6,Perception,0.001138756172483983,0.0033177305434527854,0.011777329926332673,10,54
1573-1-1-21,6,Reproduction,0.000785498736130625,0.0023067627380262156,0.009164907115441804,13,55
1573-1-1-21,7,Perception,0.0007587238518736051,0.001528976007724558,0.008539981370359133,13,54
1573-1-1-21,7,Reproduction,0.000817642162836035,0.0014205615016336965,0.009471576832281947,14,54
1573-1-1-21,8,Perception,0.000862067555850746,0.0024858787673100007,0.009245605501268355,14,54
1573-1-1-21,8,Reproduction,0.0007792390078820223,0.0016664492391015463,0.007534558621268252,15,55
1573-1-1-21,9,Perception,0.0009899102777649544,0.00206015139211071,0.01001310687348941,14,54
1573-1-1-21,9,Reproduction,0.0007664381060270767,0.0013744676507687023,0.008245138403822407,14,54
1573-1-1-21,10,Perception,0.0009319857614436009,0.00281536469897526,0.010806555806110531,12,54
1573-1-1-21,10,Reproduction,0.000999386238946352,0.0022466009779481353,0.00912853478674826,12,54
1573-1-1-21,11,Perception,0.0009039540636810822,0.001541036246982904,0.00926812577946566,14,54
1573-1-1-21,11,Reproduction,0.0010836284221402799,0.0016925790210808684,0.009786522934079002,16,54
1573-1-1-21,12,Perception,0.0015066946285507564,0.0019807680441746452,0.009107057422312041,13,54
1573-1-1-21,12,Reproduction,0.0010341528195653073,0.0016876282030751288,0.008393310347740952,12,55
1573-1-1-21,13,Perception,0.0017214199382011247,0.0018824861024586094,0.01103396793356961,13,55
1573-1-1-21,13,Reproduction,0.0019291108161084082,0.002297239846434474,0.01489077686656135,14,55
1573-1-1-21,14,Perception,0.001117990885638327,0.0036432090248774748,0.013314717318725851,16,54
1573-1-1-21,14,Reproduction,0.0007878477517287079,0.0016138343449771456,0.009284627990539416,14,54
1573-1-1-21,15,Perception,0.0010809223231051824,0.0020923716600530526,0.00926740009148611,14,54
1573-1-1-21,15,Reproduction,0.0008150980778674494,0.002354418909658139,0.009329626792326717,16,54
1573-1-1-21,16,Perception,0.000892455075467889,0.0018064870816736692,0.009499013518075,14,54
1573-1-1-21,16,Reproduction,0.0009686247440153457,0.0019482649892389387,0.00948815035888031,14,54
1573-1-1-21,17,Perception,0.0009466372724649266,0.0019142537733965333,0.01104387908924242,14,55
1573-1-1-21,17,Reproduction,0.0007593572944838752,0.0016072089917811305,0.007805873878505332,15,54
1573-1-1-21,18,Perception,0.0007898695200541434,0.0016410622518966092,0.009552158255518164,13,54
1573-1-1-21,18,Reproduction,0.0009334704793417256,0.0030206430529245137,0.012325024034501315,10,54
1573-1-1-21,19,Perception,0.001023395114990031,0.0036186228866153794,0.011931914805957523,9,54
1573-1-1-21,19,Reproduction,0.0008029995731455141,0.0021779918412344113,0.009187565475147992,11,54
1573-1-1-21,20,Perception,0.0006349089331458721,0.0015987213977001762,0.0072446811650829805,12,55
1573-1-1-21,20,Reproduction,0.0018890248942503097,0.0028302303658899516,0.011631427912516881,7,54
1573-1-1-21,21,Perception,0.0007361899769072965,0.0022805726500777506,0.008033942162623965,12,54
1573-1-1-21,21,Reproduction,0.0008155413259430744,0.002698178804813533,0.008665573434442535,14,54
1573-1-1-21,22,Perception,0.0010272631958390102,0.0027850986403751814,0.01218675571183026,16,54
1573-1-1-21,22,Reproduction,0.0011050034881213402,0.0021875244832420815,0.009846039763174715,14,55
1573-1-1-21,23,Perception,0.0014492141142839374,0.0030175303031595635,0.011138573869328757,12,54
1573-1-1-21,23,Reproduction,0.0010368456986184025,0.0021966247085262445,0.00991105140083739,11,54
1573-1-1-21,24,Perception,0.001781587190210946,0.009375722439228722,0.013733141374529198,5,54
1573-1-1-21,24,Reproduction,0.0014795571868419964,0.003022244722325712,0.016184622257158644,13,54
1573-1-1-21,25,Perception,0.0007114400518933523,0.0018909016515373021,0.009113899546254446,14,55
1573-1-1-21,25,Reproduction,0.0010345095590557764,0.002125992238273226,0.008466655796557981,13,54
1573-1-1-21,26,Perception,0.0011464282328487489,0.0023421221835170786,0.01133460692447512,12,54
1573-1-1-21,26,Reproduction,0.0007707809396052228,0.001277508302394776,0.007387317274365295,15,54
1573-1-1-3,1,Perception,0.006379056694506515,0.006433196225533842,0.03216725784771019,8,54
1573-1-1-3,1,Reproduction,0.002267255919307823,0.004593942732647404,0.02183607612670169,6,55
1573-1-1-3,2,Perception,0.0028485472229805285,0.0050886705924748435,0.02750290310412634,13,54
1573-1-1-3,2,Reproduction,0.003666670733677133,0.008473083953184798,0.030847818498940263,6,54
1573-1-1-3,3,Perception,0.0010502584631918812,0.0023929914346653325,0.010483974580004786,11,54
1573-1-1-3,3,Reproduction,0.0034344758740588737,0.003678912497942636,0.015204441823853873,12,54
1573-1-1-3,4,Perception,0.0014086657762593607,0.0016165124050567512,0.008813053534907361,15,54
1573-1-1-3,4,Reproduction,0.001967706544935541,0.002972111712961347,0.0189853932496426,8,54
1573-1-1-3,5,Perception,0.0036773846252600153,0.005733609042478561,0.02982621653972851,9,54
1573-1-1-3,5,Reproduction,0.0036803442228516723,0.0032507192230884644,0.01945423375744002,11,55
1573-1-1-3,6,Perception,0.0013173671810776675,0.003297025588600443,0.011544763084659272,14,54
1573-1-1-3,6,Reproduction,0.00638502047182176,0.008309159678836622,0.03421680871765872,3,54
1573-1-1-3,7,Perception,0.0027937569541171057,0.003080645761559992,0.015366802977905014,13,55
1573-1-1-3,7,Reproduction,0.0011796956920858566,0.0020789854742598777,0.008778829738102284,15,54
1573-1-1-3,8,Perception,0.004146688728761459,0.003765544217312203,0.01697677321155451,10,54
1573-1-1-3,8,Reproduction,0.000959856894636807,0.0016244062002807947,0.007419175738921779,15,55
1573-1-1-3,9,Perception,0.002238266067216836,0.0039486051744886674,0.017773806224809972,10,54
1573-1-1-3,9,Reproduction,0.004362447187963264,0.006791311466546995,0.03127660013089911,6,55
1573-1-1-3,10,Perception,0.0010135050879525908,0.0016670403480650358,0.009189164117044485,13,55
1573-1-1-3,10,Reproduction,0.004260913204475867,0.004272081665202512,0.025277092241866368,9,54
1573-1-1-3,11,Perception,0.002692331154953619,0.0018289442609525138,0.012832173444948034,9,55
1573-1-1-3,11,Reproduction,0.0031371884287773226,0.0024537457916095975,0.013334529091569612,12,54
1573-1-1-3,12,Perception,0.003418421742189806,0.007245591084735215,0.025338872905105673,5,54
1573-1-1-3,12,Reproduction,0.012323498250467949,0.003515344939528463,0.02027795498854919,10,54
1573-1-1-3,13,Perception,0.003793350022745294,0.0032442165155879394,0.012632448151822627,13,54
1573-1-1-3,13,Reproduction,0.001145269531175863,0.003266871529203385,0.012142219616824958,16,54
1573-1-1-3,14,Perception,0.0036189618425120614,0.00874320200682182,0.02877676634431602,8,54
1573-1-1-3,14,Reproduction,0.002871265738340025,0.0040370064070675855,0.016570320508022762,11,55
1573-1-1-3,15,Perception,0.0018899340522842254,0.002823807327491994,0.020405480831634907,13,55
1573-1-1-3,15,Reproduction,0.0047605661663227515,0.0037821113867837685,0.017896190350664858,9,54
1573-1-1-3,16,Perception,0.0014735814698965553,0.002855812382589437,0.01161382544122227,12,54
1573-1-1-3,16,Reproduction,0.0019247891489976706,0.001984769459149261,0.011324585772620781,14,55
1573-1-1-3,17,Perception,0.0039025439643506897,0.0022276778406475238,0.015690504274504385,10,54
1573-1-1-3,17,Reproduction,0.005140913170339071,0.00835531261309902,0.036860875901458555,7,54
1573-1-1-3,18,Perception,0.0009086085549744933,0.002111694056149481,0.01087158595095435,15,54
1573-1-1-3,18,Reproduction,0.0032424406525214857,0.0027427334432968582,0.016211743370835096,12,55
1573-1-1-3,19,Perception,0.0057993677062105784,0.012151908732779928,0.06770467238582813,7,54
1573-1-1-3,19,Reproduction,0.0009704399312429861,0.0014922205102331611,0.009779823549117357,16,54
1573-1-1-3,20,Perception,0.00207705603494244,0.001822737455734045,0.012522551882320649,11,54
1573-1-1-3,20,Reproduction,0.00818544628224425,0.00616816465300177,0.04886437887100866,10,54
1573-1-1-3,21,Perception,0.0028296099810860387,0.01127004037574076,0.03060164083111371,8,54
1573-1-1-3,21,Reproduction,0.002013776590909053,0.0014936799215222343,0.010745708273997507,13,54
1573-1-1-3,22,Perception,0.0007460114565329852,0.0012153452974935663,0.008761107945880779,13,54
1573-1-1-3,22,Reproduction,0.0016989923916181646,0.0033652956980879754,0.016182870608683946,15,54
1573-1-1-3,23,Perception,0.0009757058781018035,0.0014821372848316387,0.008353647348551187,17,54
1573-1-1-3,23,Reproduction,0.0018404565196215002,0.0014881738001661425,0.0070764223024582145,13,54
1573-1-1-3,24,Perception,0.0008542942883682092,0.00203268135587134,0.007889321207989608,15,54
1573-1-1-3,24,Reproduction,0.0019110175250736316,0.006391139295965255,0.018021463211678704,6,54
1573-1-1-3,25,Perception,0.001480539734124345,0.002552125195592193,0.01237156436431306,14,54
1573-1-1-3,25,Reproduction,0.004227585622083116,0.008857865299110621,0.028707507410270013,7,54
1573-1-1-3,26,Perception,0.0019717746199136308,0.0022170489144422117,0.010556319581471294,13,55
1573-1-1-3,26,Reproduction,0.001113798222349875,0.002394125252119382,0.013654520376099145,7,54
1573-1-1-30,1,Perception,0.0009782015188959006,0.0012200478132425177,0.008788611977369819,15,55
1573-1-1-30,1,Reproduction,0.0007638035141965768,0.002140859466064368,0.010473787542994984,12,54
1573-1-1-30,2,Perception,0.0009162080484798056,0.002440496264227945,0.01230280059569988,11,55
1573-1-1-30,2,Reproduction,0.0010083379246911077,0.0013713126182136317,0.008723682312464186,12,54
1573-1-1-30,3,Perception,0.0008700636522739384,0.0015548538201398455,0.009575746145708598,14,55
1573-1-1-30,3,Reproduction,0.0011005511750431642,0.0025852773315884303,0.011354473106482504,8,54
1573-1-1-30,4,Perception,0.0010544807855164175,0.0021842621043338594,0.011221213049665382,15,54
1573-1-1-30,4,Reproduction,0.0012402513147085814,0.0023085282246551476,0.011016592719566782,13,55
1573-1-1-30,5,Perception,0.0008132814361858042,0.0023050782246147126,0.0074633114239032105,13,54
1573-1-1-30,5,Reproduction,0.0007772388522123873,0.0028096160096021524,0.007761556296358642,15,55
1573-1-1-30,6,Perception,0.0008830340360146547,0.0018173858007932621,0.009707916421560148,13,55
1573-1-1-30,6,Reproduction,0.0009592105393033182,0.0025656351680943806,0.010793528433340192,13,54
1573-1-1-30,7,Perception,0.0008796778273345183,0.002256702669121647,0.009983650107372802,10,54
1573-1-1-30,7,Reproduction,0.0009452555304526075,0.0014925010113464323,0.008993215373193133,14,55
1573-1-1-30,8,Perception,0.0008478576354066498,0.0029017167945307927,0.010206090841397135,15,55
1573-1-1-30,8,Reproduction,0.0007006836268420678,0.001882147534823119,0.007653977147445802,13,54
1573-1-1-30,9,Perception,0.0008396220677991102,0.0018584442966015934,0.008325566697130662,17,54
1573-1-1-30,9,Reproduction,0.0006888774414122548,0.0017287963221465903,0.007943081757060844,14,54
1573-1-1-30,10,Perception,0.0008949554374611747,0.0024365382759617173,0.011916873292359707,16,55
1573-1-1-30,10,Reproduction,0.001015132030206768,0.001124610036073721,0.012379666219501807,12,54
1573-1-1-30,11,Perception,0.000769867463385548,0.0018821943373591638,0.007757555156165096,16,54
1573-1-1-30,11,Reproduction,0.0007819731137432309,0.0016195279376285212,0.008344770736715237,15,54
1573-1-1-30,12,Perception,0.001009255167677741,0.0020344128749040925,0.011325573670603585,12,54
1573-1-1-30,12,Reproduction,0.0009211813855717928,0.001667680405083648,0.010104569596903827,14,55
1573-1-1-30,13,Perception,0.0007271108632636392,0.001951228248161625,0.00904971706411573,16,54
1573-1-1-30,13,Reproduction,0.0006720583750937176,0.0012503799356173803,0.007907170423728314,16,54
1573-1-1-30,14,Perception,0.0009192106033994166,0.0017007610317570651,0.012848083144579232,11,54
1573-1-1-30,14,Reproduction,0.000885129136770636,0.002572648011843323,0.008625579771867195,12,55
