+id_participant,task_type,numero_sequence,time_beginning,midi_file
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,21,1749493205.131001,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,10,1749493226.6654792,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,19,1749493241.4685402,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,11,1749493263.2770562,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,23,1749493281.6442604,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,13,1749493304.295207,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,25,1749493318.952166,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,26,1749493341.9055426,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,14,1749493363.505539,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,5,1749493385.5948963,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,1,1749493404.2351956,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,18,1749493425.1936958,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,4,1749493440.111996,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,6,1749493467.0407753,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,2,1749493487.5816214,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,20,1749493504.3962936,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,15,1749493526.4397192,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,8,1749493544.7067287,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,3,1749493574.1876805,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,12,1749493597.57993,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,16,1749493614.999617,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,17,1749493637.3537378,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,7,1749493651.6857626,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Perception,24,1749493673.2768698,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,24,1749493701.7088566,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,23,1749493750.2203038,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,26,1749493768.3488643,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,1,1749493786.061425,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,15,1749493803.1109333,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,11,1749493820.2543626,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,25,1749493837.552263,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,20,1749493855.3552067,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,12,1749493873.0439467,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,8,1749493891.3056095,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,18,1749493914.1174111,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,7,1749493931.9043438,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,2,1749493949.5421374,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,4,1749493966.8560812,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,5,1749493984.6594298,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,13,1749494007.315594,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,10,1749494025.3208122,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,6,1749494043.503393,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,16,1749494061.5297434,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,3,1749494079.5959122,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,14,1749494104.2302694,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,22,1749494122.932316,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,17,1749494140.6830091,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,21,1749494158.045568,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,9,1749494180.1533377,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+53d33c86425dcba79ad6ea2bcd7c387848102553dbda85a1682896fc95967039,Reproduction,19,1749494202.0793495,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,24,1721121819.2262788,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,14,1721121877.654309,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,10,1721121897.6176028,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,21,1721121941.7972994,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,2,1721121977.622936,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,12,1721121996.9074495,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,5,1721122018.6424482,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,4,1721122036.2369113,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,15,1721122051.0566828,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,16,1721122073.4542375,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,11,1721122096.1240447,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,8,1721122118.5493505,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,3,1721122139.775989,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,22,1721122161.1395986,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,1,1721122179.0646012,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,6,1721122200.7926075,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,18,1721122220.361363,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,13,1721122250.6633866,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,20,1721122268.6167483,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,9,1721122290.564136,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,26,1721122308.7179818,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,7,1721122338.944988,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,19,1721122360.2771506,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,17,1721122374.5721686,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,25,1721122395.7794235,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,23,1721122414.1923542,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,19,1721122596.4812095,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,2,1721122641.100075,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,23,1721122680.5230618,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,26,1721122734.2529068,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,8,1721122772.7839117,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,13,1721122806.3585508,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,15,1721122853.60853,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,17,1721122887.9238937,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,1,1721122926.7718096,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,10,1721122968.6656048,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,11,1721123002.9337099,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,7,1721123040.664172,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,4,1721123075.0142815,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,3,1721123110.8640516,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,6,1721123146.7476497,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,22,1721123180.1124663,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,5,1721123214.2305331,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,25,1721123253.7857654,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,14,1721123288.1273155,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,24,1721123320.9171102,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,21,1721123354.6076655,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,16,1721123389.7099597,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,9,1721123424.617447,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,12,1721123462.7581148,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,18,1721123508.1789212,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Reproduction,20,1721123541.807695,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,24,1721038621.8896253,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,9,1721038667.5475094,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,18,1721038686.2611492,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,12,1721038701.0581553,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,11,1721038722.573094,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,3,1721038739.021736,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,1,1721038768.9550207,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,15,1721038783.3417873,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,2,1721038801.2137716,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,7,1721038817.8083947,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,16,1721038835.228922,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,23,1721038850.2907846,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,6,1721038871.673119,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,14,1721038888.8835933,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,25,1721038910.6248338,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,20,1721038928.7227888,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,21,1721038950.3608136,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,8,1721038969.7115731,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,19,1721038984.085097,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,4,1721039001.6823897,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,17,1721039016.4605086,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,5,1721039033.892385,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,13,1721039048.522575,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,22,1721039069.917439,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,10,1721039084.381827,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,26,1721039105.9977572,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,10,1721039304.4958234,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,21,1721039351.3107016,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,24,1721039396.945952,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,17,1721039429.7223058,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,20,1721039462.6095352,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,23,1721039494.9786787,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,16,1721039527.4157267,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,22,1721039562.7268422,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,14,1721039597.4469037,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,1,1721039630.270323,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,5,1721039663.4522057,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,9,1721039697.1238983,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,13,1721039730.9025836,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,25,1721039763.7381096,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,2,1721039797.3892648,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,6,1721039832.4138713,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,18,1721039864.9133022,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,7,1721039898.0738764,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Reproduction,3,1721039930.196947,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
