+id_participant,task_type,numero_sequence,time_beginning,midi_file
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,17,1721640792.1927152,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,25,1721640809.022767,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,18,1721640829.9990447,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,1,1721640844.3896875,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,3,1721640861.0792928,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,19,1721640881.7541997,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,13,1721640898.624905,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,4,1721640919.3393466,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,23,1721640935.2185352,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,3,1721641237.912337,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,26,1721641278.204902,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,15,1721641312.3349414,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,6,1721641348.6971543,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,13,1721641382.1125143,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,25,1721641417.7461321,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,22,1721641450.7273316,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,8,1721641488.939268,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,5,1721641521.8910768,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,17,1721641555.3147633,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,24,1721641588.928577,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,14,1721641622.4031248,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,12,1721641654.570157,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,20,1721641686.9509225,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,16,1721641720.7567983,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,1,1721641754.2518437,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,23,1721641786.6572006,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,21,1721641821.2910361,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,10,1721641853.7281535,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,7,1721641886.324568,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,9,1721641921.8758721,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,19,1721641954.1460345,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,2,1721641986.7898946,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,11,1721642020.859799,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,18,1721642054.0401149,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Reproduction,4,1721642086.7621074,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,4,1721656661.8375378,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,8,1721656687.8756914,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,1,1721656709.0820436,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,23,1721656723.3941529,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,10,1721656744.1449845,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,25,1721656760.9397967,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,5,1721656781.7785356,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,22,1721656798.6327531,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,15,1721656820.5777783,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,24,1721656838.0376873,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,13,1721656858.847478,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,9,1721656873.9364336,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,20,1721656893.2392685,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,16,1721656913.9415808,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,14,1721656933.226664,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,2,1721656985.5125065,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,21,1721657006.3003166,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,11,1721657020.7759955,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,12,1721657040.1047933,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,18,1721657060.8613925,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,19,1721657075.5867512,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,17,1721657096.6984746,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,3,1721657111.909514,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,26,1721657129.0106091,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,6,1721657150.3560953,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,7,1721657172.1976259,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,18,1721657527.0714881,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,15,1721657572.6636515,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,3,1721657606.1035433,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,17,1721657640.5350218,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,25,1721657673.7801785,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,7,1721657707.5280657,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,9,1721657748.3755276,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,19,1721657781.7844784,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,24,1721657815.6611986,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,11,1721657848.9249175,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,6,1721657889.9473839,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,20,1721657923.254379,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,12,1721657956.1090727,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,2,1721657989.0387678,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,26,1721658021.972761,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,10,1721658054.824016,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,14,1721658087.3566186,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,23,1721658119.870216,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,8,1721658152.3792775,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,1,1721658185.1920755,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,13,1721658219.8200088,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,16,1721658252.377301,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,4,1721658285.573665,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,21,1721658320.622468,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,22,1721658353.8359618,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Reproduction,5,1721658386.4469492,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,26,1749488651.051642,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,16,1749488679.612857,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,10,1749488698.1311474,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,17,1749488713.9774525,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,18,1749488736.197098,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,19,1749488753.8130388,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,24,1749488774.8224242,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,2,1749488796.8710217,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,1,1749488818.8809936,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,20,1749488845.728371,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,13,1749488875.7540834,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,4,1749488896.420792,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,6,1749488915.6779437,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,15,1749488941.5626614,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,21,1749488964.8849454,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,12,1749489007.9045267,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,7,1749489025.8750231,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,25,1749489047.9844537,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,3,1749489062.8285038,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,23,1749489080.661204,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,22,1749489115.4949844,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,9,1749489133.392461,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,8,1749489154.8681087,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,11,1749489175.54159,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,14,1749489190.0494757,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Perception,5,1749489207.5849695,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,22,1749489341.425424,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero22.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,5,1749489363.2583454,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero5.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,21,1749489381.4719374,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero21.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,16,1749489398.7636676,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero16.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,19,1749489415.9093225,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero19.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,11,1749489434.5529516,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero11.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,10,1749489450.2900436,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero10.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,24,1749489467.5071394,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero24.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,23,1749489484.843235,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero23.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,8,1749489502.9062665,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero8.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,17,1749489539.046331,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero17.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,4,1749489559.729225,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero4.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,13,1749489579.6614313,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero13.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,25,1749489647.6215062,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero25.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,26,1749489664.8371983,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero26.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,9,1749489689.3491845,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero9.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,6,1749489706.14893,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero6.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,18,1749489722.851289,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero18.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,20,1749489741.198076,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,2,1749489758.511063,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,12,1749489787.1520398,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero12.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,7,1749489807.5856493,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero7.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,15,1749489824.9814405,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero15.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,1,1749489841.8656993,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero1.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,14,1749489858.6181786,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero14.mid
+7d2f17f8f6cefbf140a3fece572be264e9c8db638d8cdd0c98dbb5c3c93d1a08,Reproduction,3,1749489876.8706212,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero3.mid
+8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,20,1745880361.3638914,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero20.mid
+8a644272be1ded1537631b65e39234931b3c18c62d7898e440a99616b81d9789,Perception,2,1745880388.1597526,Travail antérieur/Projet/Sequence/SequenceRythme/SequenceNumero2.mid
