id_participant,sequence_number,task_type,max_phasic,nb_scr_peaks,std_raw,complexity
1573-1-1-21,4,Perception,0.0018436413692986,12,0.0009441525839883,
1573-1-1-21,4,Reproduction,0.0022828302978136,12,0.0016388279649693,
1573-1-1-21,5,Perception,0.0014701913934593,12,0.0009776304576517,
1573-1-1-21,5,Reproduction,0.0014655318285204,12,0.0007773490416658,
1573-1-1-21,6,Perception,0.0033177305434527,10,0.0011387561724839,
1573-1-1-21,6,Reproduction,0.0023067627380262,13,0.0007854987361306,
1573-1-1-21,7,Perception,0.0015289760077245,13,0.0007587238518736,
1573-1-1-21,7,Reproduction,0.0014205615016336,14,0.000817642162836,
1573-1-1-21,8,Perception,0.00248587876731,14,0.0008620675558507,
1573-1-1-21,8,Reproduction,0.0016664492391015,15,0.000779239007882,
1573-1-1-21,9,Perception,0.0020601513921107,14,0.0009899102777649,
1573-1-1-21,9,Reproduction,0.0013744676507687,14,0.000766438106027,
1573-1-1-21,10,Perception,0.0028153646989752,12,0.0009319857614436,
1573-1-1-21,10,Reproduction,0.0022466009779481,12,0.0009993862389463,
1573-1-1-21,11,Perception,0.0015410362469829,14,0.000903954063681,
1573-1-1-21,11,Reproduction,0.0016925790210808,16,0.0010836284221402,
1573-1-1-21,12,Perception,0.0019807680441746,13,0.0015066946285507,
1573-1-1-21,12,Reproduction,0.0016876282030751,12,0.0010341528195653,
1573-1-1-21,13,Perception,0.0018824861024586,13,0.0017214199382011,
1573-1-1-21,13,Reproduction,0.0022972398464344,14,0.0019291108161084,
1573-1-1-21,14,Perception,0.0036432090248774,16,0.0011179908856383,
1573-1-1-21,14,Reproduction,0.0016138343449771,14,0.0007878477517287,
1573-1-1-21,15,Perception,0.002092371660053,14,0.0010809223231051,
1573-1-1-21,15,Reproduction,0.0023544189096581,16,0.0008150980778674,
1573-1-1-21,16,Perception,0.0018064870816736,14,0.0008924550754678,
1573-1-1-21,16,Reproduction,0.0019482649892389,14,0.0009686247440153,
1573-1-1-21,17,Perception,0.0019142537733965,14,0.0009466372724649,
1573-1-1-21,17,Reproduction,0.0016072089917811,15,0.0007593572944838,
1573-1-1-21,18,Perception,0.0016410622518966,13,0.0007898695200541,
1573-1-1-21,18,Reproduction,0.0030206430529245,10,0.0009334704793417,
1573-1-1-21,19,Perception,0.0036186228866153,9,0.00102339511499,
1573-1-1-21,19,Reproduction,0.0021779918412344,11,0.0008029995731455,
1573-1-1-21,20,Perception,0.0015987213977001,12,0.0006349089331458,
1573-1-1-21,20,Reproduction,0.0028302303658899,7,0.0018890248942503,
1573-1-1-21,21,Perception,0.0022805726500777,12,0.0007361899769072,
1573-1-1-21,21,Reproduction,0.0026981788048135,14,0.000815541325943,
1573-1-1-21,22,Perception,0.0027850986403751,16,0.001027263195839,
1573-1-1-21,22,Reproduction,0.002187524483242,14,0.0011050034881213,
1573-1-1-21,23,Perception,0.0030175303031595,12,0.0014492141142839,
1573-1-1-21,23,Reproduction,0.0021966247085262,11,0.0010368456986184,
1573-1-1-21,24,Perception,0.0093757224392287,5,0.0017815871902109,
1573-1-1-21,24,Reproduction,0.0030222447223257,13,0.0014795571868419,
1573-1-1-21,25,Perception,0.0018909016515373,14,0.0007114400518933,
1573-1-1-21,25,Reproduction,0.0021259922382732,13,0.0010345095590557,
1573-1-1-21,26,Perception,0.002342122183517,12,0.0011464282328487,
1573-1-1-21,26,Reproduction,0.0012775083023947,15,0.0007707809396052,
1573-1-1-3,1,Perception,0.0064331962255338,8,0.0063790566945065,
1573-1-1-3,1,Reproduction,0.0045939427326474,6,0.0022672559193078,
1573-1-1-3,2,Perception,0.0050886705924748,13,0.0028485472229805,
1573-1-1-3,2,Reproduction,0.0084730839531847,6,0.0036666707336771,
1573-1-1-3,3,Perception,0.0023929914346653,11,0.0010502584631918,
1573-1-1-3,3,Reproduction,0.0036789124979426,12,0.0034344758740588,
1573-1-1-3,4,Perception,0.0016165124050567,15,0.0014086657762593,
1573-1-1-3,4,Reproduction,0.0029721117129613,8,0.0019677065449355,
1573-1-1-3,5,Perception,0.0057336090424785,9,0.00367738462526,
1573-1-1-3,5,Reproduction,0.0032507192230884,11,0.0036803442228516,
1573-1-1-3,6,Perception,0.0032970255886004,14,0.0013173671810776,
1573-1-1-3,6,Reproduction,0.0083091596788366,3,0.0063850204718217,
1573-1-1-3,7,Perception,0.0030806457615599,13,0.0027937569541171,
1573-1-1-3,7,Reproduction,0.0020789854742598,15,0.0011796956920858,
1573-1-1-3,8,Perception,0.0037655442173122,10,0.0041466887287614,
1573-1-1-3,8,Reproduction,0.0016244062002807,15,0.0009598568946368,
1573-1-1-3,9,Perception,0.0039486051744886,10,0.0022382660672168,
1573-1-1-3,9,Reproduction,0.0067913114665469,6,0.0043624471879632,
1573-1-1-3,10,Perception,0.001667040348065,13,0.0010135050879525,
1573-1-1-3,10,Reproduction,0.0042720816652025,9,0.0042609132044758,
1573-1-1-3,11,Perception,0.0018289442609525,9,0.0026923311549536,
1573-1-1-3,11,Reproduction,0.0024537457916095,12,0.0031371884287773,
1573-1-1-3,12,Perception,0.0072455910847352,5,0.0034184217421898,
1573-1-1-3,12,Reproduction,0.0035153449395284,10,0.0123234982504679,
1573-1-1-3,13,Perception,0.0032442165155879,13,0.0037933500227452,
1573-1-1-3,13,Reproduction,0.0032668715292033,16,0.0011452695311758,
1573-1-1-3,14,Perception,0.0087432020068218,8,0.003618961842512,
1573-1-1-3,14,Reproduction,0.0040370064070675,11,0.00287126573834,
1573-1-1-3,15,Perception,0.0028238073274919,13,0.0018899340522842,
1573-1-1-3,15,Reproduction,0.0037821113867837,9,0.0047605661663227,
1573-1-1-3,16,Perception,0.0028558123825894,12,0.0014735814698965,
1573-1-1-3,16,Reproduction,0.0019847694591492,14,0.0019247891489976,
1573-1-1-3,17,Perception,0.0022276778406475,10,0.0039025439643506,
1573-1-1-3,17,Reproduction,0.008355312613099,7,0.005140913170339,
1573-1-1-3,18,Perception,0.0021116940561494,15,0.0009086085549744,
1573-1-1-3,18,Reproduction,0.0027427334432968,12,0.0032424406525214,
1573-1-1-3,19,Perception,0.0121519087327799,7,0.0057993677062105,
1573-1-1-3,19,Reproduction,0.0014922205102331,16,0.0009704399312429,
1573-1-1-3,20,Perception,0.001822737455734,11,0.0020770560349424,
1573-1-1-3,20,Reproduction,0.0061681646530017,10,0.0081854462822442,
1573-1-1-3,21,Perception,0.0112700403757407,8,0.002829609981086,
1573-1-1-3,21,Reproduction,0.0014936799215222,13,0.002013776590909,
1573-1-1-3,22,Perception,0.0012153452974935,13,0.0007460114565329,
1573-1-1-3,22,Reproduction,0.0033652956980879,15,0.0016989923916181,
1573-1-1-3,23,Perception,0.0014821372848316,17,0.0009757058781018,
1573-1-1-3,23,Reproduction,0.0014881738001661,13,0.0018404565196215,
1573-1-1-3,24,Perception,0.0020326813558713,15,0.0008542942883682,
1573-1-1-3,24,Reproduction,0.0063911392959652,6,0.0019110175250736,
1573-1-1-3,25,Perception,0.0025521251955921,14,0.0014805397341243,
1573-1-1-3,25,Reproduction,0.0088578652991106,7,0.0042275856220831,
1573-1-1-3,26,Perception,0.0022170489144422,13,0.0019717746199136,
1573-1-1-3,26,Reproduction,0.0023941252521193,7,0.0011137982223498,
1573-1-1-30,1,Perception,0.0012200478132425,15,0.0009782015188959,
1573-1-1-30,1,Reproduction,0.0021408594660643,12,0.0007638035141965,
1573-1-1-30,2,Perception,0.0024404962642279,11,0.0009162080484798,
1573-1-1-30,2,Reproduction,0.0013713126182136,12,0.0010083379246911,
1573-1-1-30,3,Perception,0.0015548538201398,14,0.0008700636522739,
1573-1-1-30,3,Reproduction,0.0025852773315884,8,0.0011005511750431,
1573-1-1-30,4,Perception,0.0021842621043338,15,0.0010544807855164,
1573-1-1-30,4,Reproduction,0.0023085282246551,13,0.0012402513147085,
1573-1-1-30,5,Perception,0.0023050782246147,13,0.0008132814361858,
1573-1-1-30,5,Reproduction,0.0028096160096021,15,0.0007772388522123,
1573-1-1-30,6,Perception,0.0018173858007932,13,0.0008830340360146,
1573-1-1-30,6,Reproduction,0.0025656351680943,13,0.0009592105393033,
1573-1-1-30,7,Perception,0.0022567026691216,10,0.0008796778273345,
1573-1-1-30,7,Reproduction,0.0014925010113464,14,0.0009452555304526,
1573-1-1-30,8,Perception,0.0029017167945307,15,0.0008478576354066,
1573-1-1-30,8,Reproduction,0.0018821475348231,13,0.000700683626842,
1573-1-1-30,9,Perception,0.0018584442966015,17,0.0008396220677991,
1573-1-1-30,9,Reproduction,0.0017287963221465,14,0.0006888774414122,
1573-1-1-30,10,Perception,0.0024365382759617,16,0.0008949554374611,
1573-1-1-30,10,Reproduction,0.0011246100360737,12,0.0010151320302067,
1573-1-1-30,11,Perception,0.0018821943373591,16,0.0007698674633855,
1573-1-1-30,11,Reproduction,0.0016195279376285,15,0.0007819731137432,
1573-1-1-30,12,Perception,0.002034412874904,12,0.0010092551676777,
1573-1-1-30,12,Reproduction,0.0016676804050836,14,0.0009211813855717,
1573-1-1-30,13,Perception,0.0019512282481616,16,0.0007271108632636,
1573-1-1-30,13,Reproduction,0.0012503799356173,16,0.0006720583750937,
1573-1-1-30,14,Perception,0.001700761031757,11,0.0009192106033994,
1573-1-1-30,14,Reproduction,0.0025726480118433,12,0.0008851291367706,
1573-1-1-30,15,Perception,0.0022757274704459,15,0.0008541539439702,
1573-1-1-30,15,Reproduction,0.001976318768963,17,0.000682245699972,
1573-1-1-30,16,Perception,0.0022589080188227,14,0.0008044383766652,
1573-1-1-30,16,Reproduction,0.0020419991555887,13,0.001169233348884,
1573-1-1-30,17,Perception,0.0015571096079808,12,0.0008521496242839,
1573-1-1-30,17,Reproduction,0.0020497491833239,11,0.0012517719714816,
1573-1-1-30,18,Perception,0.0028846460263718,16,0.0009293642394598,
1573-1-1-30,18,Reproduction,0.0018718691489973,15,0.0010998016193766,
1573-1-1-30,19,Perception,0.0031747840092956,13,0.0010206574268531,
1573-1-1-30,19,Reproduction,0.0023308209541534,16,0.0008451809671803,
1573-1-1-30,20,Perception,0.0020215307572676,17,0.0009651588616688,
1573-1-1-30,20,Reproduction,0.0019120456872023,13,0.0008910231107,
1573-1-1-30,21,Perception,0.0020804365671679,13,0.0008408704984302,
1573-1-1-30,21,Reproduction,0.0023695340577228,13,0.0008280878837477,
1573-1-1-30,22,Perception,0.0017289063673032,10,0.0009939274695946,
1573-1-1-30,22,Reproduction,0.0024266374557541,14,0.0007007557513954,
1573-1-1-30,23,Perception,0.0018734842629373,16,0.0007775980172066,
1573-1-1-30,23,Reproduction,0.0027268576448205,16,0.0007610453256241,
1573-1-1-30,24,Perception,0.0022595271065073,14,0.0008074374765043,
1573-1-1-30,24,Reproduction,0.0018177922152765,13,0.0008208221147923,
1573-1-1-30,25,Perception,0.001917191781828,13,0.0009237079518524,
1573-1-1-30,25,Reproduction,0.0018075571164201,16,0.0007034223787078,
1573-1-1-30,26,Perception,0.0016334759813181,13,0.0008570468102976,
1573-1-1-30,26,Reproduction,0.0023888010270276,13,0.0007419750773658,
1573-1-1-31,1,Perception,0.0375938953166622,1,0.0345517219348683,
1573-1-1-31,1,Reproduction,0.4928414397517945,4,0.663061768429221,
1573-1-1-31,2,Perception,0.3596752739712289,4,0.2275444201449476,
1573-1-1-31,2,Reproduction,0.4757725479414988,2,0.3984233433029735,
1573-1-1-31,3,Perception,0.107104409963653,5,0.1132907282058201,
1573-1-1-31,3,Reproduction,0.0368786169764733,3,0.0511702571970355,
1573-1-1-31,4,Perception,0.0872636059992144,1,0.0677222412583957,
1573-1-1-31,4,Reproduction,0.1771061587436757,5,0.1140501261066197,
1573-1-1-31,5,Perception,0.119420348775613,4,0.0723109224579652,
1573-1-1-31,5,Reproduction,0.2270461938841055,4,0.1060603020896916,
1573-1-1-31,6,Perception,0.1071206846977286,7,0.1161248169081069,
1573-1-1-31,6,Reproduction,0.1694022663600667,4,0.1599997871936566,
1573-1-1-31,7,Perception,0.0410566048687452,4,0.0713515933419778,
1573-1-1-31,7,Reproduction,0.0085083859099493,3,0.0223593560664534,
1573-1-1-31,8,Perception,0.0391997243228997,3,0.0873665964194284,
1573-1-1-31,8,Reproduction,0.7990833354140675,1,0.7434155676196598,
1573-1-1-31,9,Perception,0.1172730436854706,4,0.1132525220265331,
1573-1-1-31,9,Reproduction,0.0460382093831392,4,0.0299487858315425,
1573-1-1-31,10,Perception,0.1335186933849065,2,0.0789719326844633,
1573-1-1-31,10,Reproduction,0.1732464340351329,4,0.1616741770436307,
1573-1-1-31,11,Perception,0.0131642636288288,12,0.0304702131413048,
1573-1-1-31,11,Reproduction,0.206372193749739,5,0.2717742451056072,
1573-1-1-31,12,Perception,0.1462513375605249,2,0.0879367809304218,
1573-1-1-31,12,Reproduction,0.3034101782565562,3,0.1671856173216336,
1573-1-1-31,13,Perception,0.2498813046161219,2,0.1263837620694004,
1573-1-1-31,13,Reproduction,0.1847971355091541,2,0.1117061050878132,
1573-1-1-31,14,Perception,0.2814180163416844,1,0.2383791052470277,
1573-1-1-31,14,Reproduction,0.8728520971659837,1,0.8520961546958707,
1573-1-1-31,15,Perception,0.1526489160122627,3,0.0870047245300451,
1573-1-1-31,15,Reproduction,0.9502273384424712,2,0.4578638195318718,
1573-1-1-31,16,Perception,0.0280522024592027,12,0.0475050934644036,
1573-1-1-31,16,Reproduction,0.1139283834605957,5,0.1614754956923948,
1573-1-1-31,17,Perception,0.0175233467670914,1,0.0166673436122708,
1573-1-1-31,17,Reproduction,0.5412686488744366,3,0.4397311661243037,
1573-1-1-31,18,Perception,0.0237863116096741,3,0.0505106242044252,
1573-1-1-31,18,Reproduction,0.4992605781529477,5,0.459032398972641,
1573-1-1-31,19,Perception,0.0830828256975581,3,0.0364481403627718,
1573-1-1-31,19,Reproduction,0.1323330082773682,2,0.1126442790417261,
1573-1-1-31,20,Perception,0.1390685369208751,2,0.115132879602847,
1573-1-1-31,20,Reproduction,0.0215573831862801,1,0.0104065796547718,
1573-1-1-31,21,Perception,0.0089643852388798,14,0.0246408487876115,
1573-1-1-31,21,Reproduction,0.0798286457048843,5,0.0858962333646688,
1573-1-1-31,22,Perception,0.2329980232871982,3,0.0683651128815438,
1573-1-1-31,22,Reproduction,0.0372775229117481,1,0.0282833301786496,
1573-1-1-31,23,Perception,0.3226767130494974,4,0.2463396494712288,
1573-1-1-31,23,Reproduction,0.3310210273451971,7,0.2505778782080259,
1573-1-1-31,24,Perception,0.194131233895509,4,0.2030978538907407,
1573-1-1-31,24,Reproduction,0.1304076453528749,3,0.1491317863710651,
1573-1-1-31,25,Perception,0.6539023933213924,3,0.1796457023395427,
1573-1-1-31,25,Reproduction,0.2039359490398627,5,0.1222312112193857,
1573-1-1-31,26,Perception,0.0702907415810415,4,0.0455443049842441,
1573-1-1-31,26,Reproduction,0.4935722721039202,4,0.3671042017326792,
