NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
5,90,40,9.651589632034302,0.08186540603637696,3
6,90,51,9.828835010528564,0.056282817500911346,3
19,90,32,8.103394269943237,0.09368851949583809,3
21,90,30,9.646003723144531,0.09285478965908874,4
13,90,45,9.720749139785767,0.09325728416442872,3
3,90,82,15.665582418441772,0.07798269161811242,5
14,90,39,9.906981945037842,0.09507575813604861,3
8,90,50,9.823757886886597,0.0741325565006422,4
1,90,19,11.02000880241394,0.16854040963309153,4
15,90,50,10.37344479560852,0.0945689943101671,4
17,90,73,9.848769903182983,0.09436207659104291,0
7,90,33,6.852108001708984,0.08817349433898926,4
4,90,57,9.808876752853394,0.0786902537712684,4
22,90,51,12.60696005821228,0.09735764475429759,4
23,90,50,9.871309518814087,0.10967753082513809,3
12,90,47,9.799373149871826,0.08682014440235339,4
11,90,48,9.5856454372406,0.1102706789970398,3
10,90,61,9.709606409072876,0.08410260988318402,3
18,90,42,9.620808362960815,0.10660817406394264,3
24,90,47,9.612284421920776,0.08310329914093018,3
16,90,43,6.973363399505615,0.07975356523380724,4
2,90,29,5.983688831329346,0.14072608947753906,3
20,90,53,9.702759504318237,0.09043126947739545,4
26,90,52,13.656971216201782,0.08548579496495864,4
9,90,61,10.045846223831177,0.08387831598520279,4
25,90,28,9.640990972518921,0.09551335614303062,3
