IDParticpant,NumeroSequence,TempoAssocie,NoteAssocie
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,19,90,2
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,20,90,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,21,70,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,22,110,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,23,110,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,24,90,3
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,25,90,4
a60733bc6d05398fe29d32627a8b1f8c8d0c1af3362780ee3ef962d239c0f22f,26,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,1,110,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,2,70,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,3,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,4,110,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,5,70,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,6,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,7,70,5
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,8,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,9,110,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,10,90,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,11,110,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,12,90,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,13,90,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,14,110,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,15,110,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,16,110,5
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,17,90,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,18,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,19,110,1
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,20,90,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,21,110,3
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,22,110,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,23,90,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,24,70,4
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,25,90,2
b87b6b8e8ad9b1361efb6611dc592415991a8146a3814e64fd890e5b4f31e201,26,90,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,1,70,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,2,90,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,3,110,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,4,110,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,5,90,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,6,110,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,7,90,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,8,90,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,9,70,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,10,70,4
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,11,70,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,12,90,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,13,90,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,14,110,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,15,110,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,16,90,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,17,70,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,18,70,4
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,19,90,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,20,110,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,21,70,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,22,110,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,23,110,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,24,90,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,25,70,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,26,110,3
