IDParticpant,NumeroSequence,TempoAssocie,NoteAssocie
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,20,70,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,21,110,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,22,110,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,23,70,2
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,24,90,3
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,25,70,4
ca4fb3ad4d8e27fc5f4a12f5509b37255284c27abd63a8b4e025909044fd6001,26,90,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,1,110,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,2,110,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,3,70,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,4,70,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,5,110,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,6,70,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,7,110,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,8,110,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,9,70,4
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,10,110,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,11,70,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,12,70,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,13,70,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,14,110,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,15,90,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,16,110,5
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,17,90,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,18,70,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,19,90,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,20,110,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,21,90,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,22,90,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,23,110,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,24,90,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,25,70,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,26,70,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,1,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,2,70,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,3,90,2
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,4,70,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,5,90,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,6,70,0
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,7,90,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,8,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,9,70,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,10,110,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,11,110,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,12,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,13,70,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,14,110,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,15,90,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,16,90,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,17,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,18,90,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,19,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,20,70,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,21,70,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,22,90,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,23,90,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,24,110,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,25,110,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,26,90,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,1,90,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,2,110,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,3,90,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,4,110,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,5,90,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,6,70,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,7,110,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,8,90,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,9,90,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,10,110,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,11,70,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,12,70,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,13,70,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,14,90,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,15,70,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,16,70,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,17,90,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,18,110,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,19,110,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,20,90,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,21,110,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,22,90,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,23,90,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,24,70,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,25,70,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,26,70,3
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,1,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,2,70,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,3,110,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,4,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,5,70,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,6,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,7,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,8,90,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,9,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,10,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,11,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,12,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,13,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,14,110,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,15,70,3
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,16,90,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,17,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,18,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,19,110,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,20,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,21,70,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,22,110,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,23,110,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,24,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,25,90,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,26,90,2
