[1721919847.2642157, 1721919847.9308825, 1721919848.597549, 1721919849.2642157, 1721919849.9308825, 1721919850.597549, 1721919851.2642157, 1721919851.9308825, 1721919852.597549, 1721919853.2642157, 1721919853.9308825, 1721919854.597549, 1721919855.2642157, 1721919855.9308825, 1721919856.597549, 1721919857.2642157, 1721919857.9308825, 1721919858.597549, 1721919859.2642157, 1721919859.9308825, 1721919860.597549]
[1721919927.5044165, 1721919928.3615594, 1721919929.218702, 1721919930.075845, 1721919930.932988, 1721919931.7901309, 1721919932.6472735, 1721919933.5044165, 1721919934.3615594, 1721919935.218702, 1721919936.075845, 1721919936.932988, 1721919937.7901309, 1721919938.6472735, 1721919939.5044165, 1721919940.3615594, 1721919941.218702, 1721919942.075845, 1721919942.932988, 1721919943.7901309, 1721919944.6472735]
[1721919973.0445483, 1721919973.711215, 1721919974.3778815, 1721919975.0445483, 1721919975.711215, 1721919976.3778815, 1721919977.0445483, 1721919977.711215, 1721919978.3778815, 1721919979.0445483, 1721919979.711215, 1721919980.3778815, 1721919981.0445483, 1721919981.711215, 1721919982.3778815, 1721919983.0445483, 1721919983.711215, 1721919984.3778815, 1721919985.0445483, 1721919985.711215, 1721919986.3778815]
[1721920028.9146776, 1721920029.4601321, 1721920030.0055866, 1721920030.5510414, 1721920031.0964959, 1721920031.6419504, 1721920032.1874049, 1721920032.7328594, 1721920033.2783139, 1721920033.8237686, 1721920034.369223, 1721920034.9146776, 1721920035.4601321, 1721920036.0055866, 1721920036.5510414, 1721920037.0964959, 1721920037.6419504, 1721920038.1874049, 1721920038.7328594, 1721920039.2783139, 1721920039.8237686]
[1721920073.9546742, 1721920074.8118172, 1721920075.6689599, 1721920076.5261028, 1721920077.3832457, 1721920078.2403886, 1721920079.0975313, 1721920079.9546742, 1721920080.8118172, 1721920081.6689599, 1721920082.5261028, 1721920083.3832457, 1721920084.2403886, 1721920085.0975313, 1721920085.9546742, 1721920086.8118172, 1721920087.6689599, 1721920088.5261028, 1721920089.3832457, 1721920090.2403886, 1721920091.0975313]
[1721920125.5061104, 1721920126.051565, 1721920126.5970194, 1721920127.1424742, 1721920127.6879287, 1721920128.2333832, 1721920128.7788377, 1721920129.3242922, 1721920129.8697467, 1721920130.4152014, 1721920130.960656, 1721920131.5061104, 1721920132.051565, 1721920132.5970194, 1721920133.1424742, 1721920133.6879287, 1721920134.2333832, 1721920134.7788377, 1721920135.3242922, 1721920135.8697467, 1721920136.4152014]
[1721920154.0744088, 1721920154.9315517, 1721920155.7886944, 1721920156.6458373, 1721920157.5029802, 1721920158.3601232, 1721920159.2172658, 1721920160.0744088, 1721920160.9315517, 1721920161.7886944, 1721920162.6458373, 1721920163.5029802, 1721920164.3601232, 1721920165.2172658, 1721920166.0744088, 1721920166.9315517, 1721920167.7886944, 1721920168.6458373, 1721920169.5029802, 1721920170.3601232, 1721920171.2172658]
[1721920181.1243572, 1721920181.6698117, 1721920182.2152662, 1721920182.760721, 1721920183.3061755, 1721920183.85163, 1721920184.3970845, 1721920184.942539, 1721920185.4879935, 1721920186.0334482, 1721920186.5789027, 1721920187.1243572, 1721920187.6698117, 1721920188.2152662, 1721920188.760721, 1721920189.3061755, 1721920189.85163, 1721920190.3970845, 1721920190.942539, 1721920191.4879935, 1721920192.0334482]
[1721920200.994719, 1721920201.6613858, 1721920202.3280523, 1721920202.994719, 1721920203.6613858, 1721920204.3280523, 1721920204.994719, 1721920205.6613858, 1721920206.3280523, 1721920206.994719, 1721920207.6613858, 1721920208.3280523, 1721920208.994719, 1721920209.6613858, 1721920210.3280523, 1721920210.994719, 1721920211.6613858, 1721920212.3280523, 1721920212.994719, 1721920213.6613858, 1721920214.3280523]
[1721920222.0245626, 1721920222.570017, 1721920223.1154716, 1721920223.6609263, 1721920224.2063808, 1721920224.7518353, 1721920225.2972898, 1721920225.8427444, 1721920226.3881989, 1721920226.9336536, 1721920227.479108, 1721920228.0245626, 1721920228.570017, 1721920229.1154716, 1721920229.6609263, 1721920230.2063808, 1721920230.7518353, 1721920231.2972898, 1721920231.8427444, 1721920232.3881989, 1721920232.9336536]
