NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
12,90,41,2.7533040046691895,0.10341018040974935,2
10,90,36,4.353929042816162,0.07819761949426987,4
3,90,50,6.8276190757751465,0.07687500671104149,4
15,90,31,4.236703157424927,0.09998170245777477,1
5,90,31,4.6445183753967285,0.09471331323896136,3
13,90,29,4.059132814407349,0.09684475948070657,2
19,90,19,4.099948883056641,0.08179042522723858,5
14,90,28,6.142041206359863,0.10739585860022183,3
26,90,24,4.224437475204468,0.10825417836507162,3
18,90,29,4.099214315414429,0.10392479729234126,2
24,90,27,3.867003917694092,0.09578625758488973,3
4,90,45,7.2212324142456055,0.08749959983077704,3
1,90,7,5.1418304443359375,0.15542290149590907,1
17,90,45,6.723164796829224,0.10760474772680373,1
6,90,60,8.070270299911499,0.059083813887376053,3
8,90,34,3.8506522178649902,0.0876750867874896,2
25,90,24,3.8692846298217773,0.10478124376070702,4
7,90,33,4.339177131652832,0.08387228228011222,3
23,90,21,4.268347263336182,0.0888931221432156,2
9,90,37,4.054946184158325,0.08792119915202512,1
21,90,21,4.0532097816467285,0.10814093798398972,3
16,90,30,3.5530338287353516,0.08681083980359529,2
11,90,36,4.824918746948242,0.10799974203109741,4
20,90,31,3.6123368740081787,0.09162037460892289,3
2,90,8,4.045116424560547,0.11519126403026092,2
22,90,42,4.694362163543701,0.09072585993034896,4
