NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
18,90,28,5.297684669494629,0.0915175445618168,3
15,90,35,7.562962293624878,0.09136869815679696,3
3,90,35,6.856937885284424,0.0681638046049736,2
17,90,28,6.689843416213989,0.09772399266560873,2
25,90,31,6.630339860916138,0.10411132659230914,4
7,90,36,6.829889297485352,0.08057349803400975,5
9,90,31,6.681544542312622,0.083258513248328,2
19,90,36,6.833768606185913,0.09374434214371902,4
24,90,50,7.040743589401245,0.10685145854949951,4
11,90,28,6.63212513923645,0.10301582287933866,2
6,90,41,6.642423629760742,0.05350236331715303,2
20,90,33,7.351935148239136,0.09623653358883327,2
12,90,28,6.8039751052856445,0.0966624243784759,2
2,90,16,7.257241487503052,0.13569635152816772,1
26,90,29,6.632936239242554,0.09890977678627803,1
10,90,35,6.672234296798706,0.07731835271271181,2
14,90,28,6.688436508178711,0.09536050160725912,1
23,90,29,6.777256488800049,0.1015501803365247,2
8,90,32,6.892899036407471,0.07452661916613579,2
1,90,15,7.199906349182129,0.1489862088234194,1
13,90,28,7.01556134223938,0.09073269778284533,1
16,90,28,7.0082848072052,0.09020279625714836,1
4,90,31,6.812923908233643,0.07978838501554547,1
21,90,30,6.6168129444122314,0.10266462125276264,3
22,90,28,6.6112329959869385,0.09650969505310059,1
5,90,29,6.836710214614868,0.08723343651870201,2
