[1721043313.4418368, 1721043314.2989798, 1721043315.1561224, 1721043316.0132654, 1721043316.8704083, 1721043317.7275512, 1721043318.584694, 1721043319.4418368, 1721043320.2989798, 1721043321.1561224, 1721043322.0132654, 1721043322.8704083, 1721043323.7275512, 1721043324.584694, 1721043325.4418368, 1721043326.2989798, 1721043327.1561224, 1721043328.0132654, 1721043328.8704083, 1721043329.7275512, 1721043330.584694]
[1721043375.462118, 1721043376.1287847, 1721043376.7954512, 1721043377.462118, 1721043378.1287847, 1721043378.7954512, 1721043379.462118, 1721043380.1287847, 1721043380.7954512, 1721043381.462118, 1721043382.1287847, 1721043382.7954512, 1721043383.462118, 1721043384.1287847, 1721043384.7954512, 1721043385.462118, 1721043386.1287847, 1721043386.7954512, 1721043387.462118, 1721043388.1287847, 1721043388.7954512]
[1721043401.8219268, 1721043402.3673813, 1721043402.9128358, 1721043403.4582906, 1721043404.003745, 1721043404.5491996, 1721043405.094654, 1721043405.6401086, 1721043406.185563, 1721043406.7310178, 1721043407.2764723, 1721043407.8219268, 1721043408.3673813, 1721043408.9128358, 1721043409.4582906, 1721043410.003745, 1721043410.5491996, 1721043411.094654, 1721043411.6401086, 1721043412.185563, 1721043412.7310178]
[1721043425.1421292, 1721043425.808796, 1721043426.4754624, 1721043427.1421292, 1721043427.808796, 1721043428.4754624, 1721043429.1421292, 1721043429.808796, 1721043430.4754624, 1721043431.1421292, 1721043431.808796, 1721043432.4754624, 1721043433.1421292, 1721043433.808796, 1721043434.4754624, 1721043435.1421292, 1721043435.808796, 1721043436.4754624, 1721043437.1421292, 1721043437.808796, 1721043438.4754624]
[1721043480.0615785, 1721043480.607033, 1721043481.1524875, 1721043481.6979423, 1721043482.2433968, 1721043482.7888513, 1721043483.3343058, 1721043483.8797603, 1721043484.4252148, 1721043484.9706695, 1721043485.516124, 1721043486.0615785, 1721043486.607033, 1721043487.1524875, 1721043487.6979423, 1721043488.2433968, 1721043488.7888513, 1721043489.3343058, 1721043489.8797603, 1721043490.4252148, 1721043490.9706695]
[1721043509.7718966, 1721043510.4385633, 1721043511.1052299, 1721043511.7718966, 1721043512.4385633, 1721043513.1052299, 1721043513.7718966, 1721043514.4385633, 1721043515.1052299, 1721043515.7718966, 1721043516.4385633, 1721043517.1052299, 1721043517.7718966, 1721043518.4385633, 1721043519.1052299, 1721043519.7718966, 1721043520.4385633, 1721043521.1052299, 1721043521.7718966, 1721043522.4385633, 1721043523.1052299]
[1721043529.8719394, 1721043530.7290823, 1721043531.586225, 1721043532.443368, 1721043533.300511, 1721043534.1576538, 1721043535.0147965, 1721043535.8719394, 1721043536.7290823, 1721043537.586225, 1721043538.443368, 1721043539.300511, 1721043540.1576538, 1721043541.0147965, 1721043541.8719394, 1721043542.7290823, 1721043543.586225, 1721043544.443368, 1721043545.300511, 1721043546.1576538, 1721043547.0147965]
[1721043557.6518297, 1721043558.3184965, 1721043558.985163, 1721043559.6518297, 1721043560.3184965, 1721043560.985163, 1721043561.6518297, 1721043562.3184965, 1721043562.985163, 1721043563.6518297, 1721043564.3184965, 1721043564.985163, 1721043565.6518297, 1721043566.3184965, 1721043566.985163, 1721043567.6518297, 1721043568.3184965, 1721043568.985163, 1721043569.6518297, 1721043570.3184965, 1721043570.985163]
[1721043576.6917038, 1721043577.2371583, 1721043577.7826128, 1721043578.3280675, 1721043578.873522, 1721043579.4189765, 1721043579.964431, 1721043580.5098855, 1721043581.05534, 1721043581.6007948, 1721043582.1462493, 1721043582.6917038, 1721043583.2371583, 1721043583.7826128, 1721043584.3280675, 1721043584.873522, 1721043585.4189765, 1721043585.964431, 1721043586.5098855, 1721043587.05534, 1721043587.6007948]
[1721043592.591968, 1721043593.2586348, 1721043593.9253013, 1721043594.591968, 1721043595.2586348, 1721043595.9253013, 1721043596.591968, 1721043597.2586348, 1721043597.9253013, 1721043598.591968, 1721043599.2586348, 1721043599.9253013, 1721043600.591968, 1721043601.2586348, 1721043601.9253013, 1721043602.591968, 1721043603.2586348, 1721043603.9253013, 1721043604.591968, 1721043605.2586348, 1721043605.9253013]
[1721043610.8217251, 1721043611.3671796, 1721043611.9126341, 1721043612.4580889, 1721043613.0035434, 1721043613.5489979, 1721043614.0944524, 1721043614.639907, 1721043615.1853614, 1721043615.7308161, 1721043616.2762706, 1721043616.8217251, 1721043617.3671796, 1721043617.9126341, 1721043618.4580889, 1721043619.0035434, 1721043619.5489979, 1721043620.0944524, 1721043620.639907, 1721043621.1853614, 1721043621.7308161]
[1721043626.561845, 1721043627.2285118, 1721043627.8951783, 1721043628.561845, 1721043629.2285118, 1721043629.8951783, 1721043630.561845, 1721043631.2285118, 1721043631.8951783, 1721043632.561845, 1721043633.2285118, 1721043633.8951783, 1721043634.561845, 1721043635.2285118, 1721043635.8951783, 1721043636.561845, 1721043637.2285118, 1721043637.8951783, 1721043638.561845, 1721043639.2285118, 1721043639.8951783]
[1721043644.6114967, 1721043645.4686396, 1721043646.3257823, 1721043647.1829252, 1721043648.0400681, 1721043648.897211, 1721043649.7543538, 1721043650.6114967, 1721043651.4686396, 1721043652.3257823, 1721043653.1829252, 1721043654.0400681, 1721043654.897211, 1721043655.7543538, 1721043656.6114967, 1721043657.4686396, 1721043658.3257823, 1721043659.1829252, 1721043660.0400681, 1721043660.897211, 1721043661.7543538]
