[1722004419.167837, 1722004420.0249798, 1722004420.8821225, 1722004421.7392654, 1722004422.5964084, 1722004423.4535513, 1722004424.310694, 1722004425.167837, 1722004426.0249798, 1722004426.8821225, 1722004427.7392654, 1722004428.5964084, 1722004429.4535513, 1722004430.310694, 1722004431.167837, 1722004432.0249798, 1722004432.8821225, 1722004433.7392654, 1722004434.5964084, 1722004435.4535513, 1722004436.310694]
[1722004468.118207, 1722004468.6636615, 1722004469.209116, 1722004469.7545707, 1722004470.3000252, 1722004470.8454797, 1722004471.3909342, 1722004471.9363887, 1722004472.4818432, 1722004473.027298, 1722004473.5727525, 1722004474.118207, 1722004474.6636615, 1722004475.209116, 1722004475.7545707, 1722004476.3000252, 1722004476.8454797, 1722004477.3909342, 1722004477.9363887, 1722004478.4818432, 1722004479.027298]
[1722004542.5977445, 1722004543.4548874, 1722004544.31203, 1722004545.169173, 1722004546.026316, 1722004546.8834589, 1722004547.7406015, 1722004548.5977445, 1722004549.4548874, 1722004550.31203, 1722004551.169173, 1722004552.026316, 1722004552.8834589, 1722004553.7406015, 1722004554.5977445, 1722004555.4548874, 1722004556.31203, 1722004557.169173, 1722004558.026316, 1722004558.8834589, 1722004559.7406015]
[1722004571.8683453, 1722004572.535012, 1722004573.2016785, 1722004573.8683453, 1722004574.535012, 1722004575.2016785, 1722004575.8683453, 1722004576.535012, 1722004577.2016785, 1722004577.8683453, 1722004578.535012, 1722004579.2016785, 1722004579.8683453, 1722004580.535012, 1722004581.2016785, 1722004581.8683453, 1722004582.535012, 1722004583.2016785, 1722004583.8683453, 1722004584.535012, 1722004585.2016785]
[1722004593.938334, 1722004594.795477, 1722004595.6526196, 1722004596.5097625, 1722004597.3669055, 1722004598.2240484, 1722004599.081191, 1722004599.938334, 1722004600.795477, 1722004601.6526196, 1722004602.5097625, 1722004603.3669055, 1722004604.2240484, 1722004605.081191, 1722004605.938334, 1722004606.795477, 1722004607.6526196, 1722004608.5097625, 1722004609.3669055, 1722004610.2240484, 1722004611.081191]
[1722004639.8078394, 1722004640.4745061, 1722004641.1411726, 1722004641.8078394, 1722004642.4745061, 1722004643.1411726, 1722004643.8078394, 1722004644.4745061, 1722004645.1411726, 1722004645.8078394, 1722004646.4745061, 1722004647.1411726, 1722004647.8078394, 1722004648.4745061, 1722004649.1411726, 1722004649.8078394, 1722004650.4745061, 1722004651.1411726, 1722004651.8078394, 1722004652.4745061, 1722004653.1411726]
[1722004670.868521, 1722004671.725664, 1722004672.5828066, 1722004673.4399495, 1722004674.2970924, 1722004675.1542354, 1722004676.011378, 1722004676.868521, 1722004677.725664, 1722004678.5828066, 1722004679.4399495, 1722004680.2970924, 1722004681.1542354, 1722004682.011378, 1722004682.868521, 1722004683.725664, 1722004684.5828066, 1722004685.4399495, 1722004686.2970924, 1722004687.1542354, 1722004688.011378]
[1722004693.2477791, 1722004693.9144459, 1722004694.5811124, 1722004695.2477791, 1722004695.9144459, 1722004696.5811124, 1722004697.2477791, 1722004697.9144459, 1722004698.5811124, 1722004699.2477791, 1722004699.9144459, 1722004700.5811124, 1722004701.2477791, 1722004701.9144459, 1722004702.5811124, 1722004703.2477791, 1722004703.9144459, 1722004704.5811124, 1722004705.2477791, 1722004705.9144459, 1722004706.5811124]
[1722004711.1683786, 1722004712.0255215, 1722004712.8826642, 1722004713.7398071, 1722004714.59695, 1722004715.454093, 1722004716.3112357, 1722004717.1683786, 1722004718.0255215, 1722004718.8826642, 1722004719.7398071, 1722004720.59695, 1722004721.454093, 1722004722.3112357, 1722004723.1683786, 1722004724.0255215, 1722004724.8826642, 1722004725.7398071, 1722004726.59695, 1722004727.454093, 1722004728.3112357]
[1722004735.218265, 1722004735.7637196, 1722004736.309174, 1722004736.8546288, 1722004737.4000833, 1722004737.9455378, 1722004738.4909923, 1722004739.0364468, 1722004739.5819013, 1722004740.127356, 1722004740.6728106, 1722004741.218265, 1722004741.7637196, 1722004742.309174, 1722004742.8546288, 1722004743.4000833, 1722004743.9455378, 1722004744.4909923, 1722004745.0364468, 1722004745.5819013, 1722004746.127356]
[1722004752.3485107, 1722004753.0151775, 1722004753.681844, 1722004754.3485107, 1722004755.0151775, 1722004755.681844, 1722004756.3485107, 1722004757.0151775, 1722004757.681844, 1722004758.3485107, 1722004759.0151775, 1722004759.681844, 1722004760.3485107, 1722004761.0151775, 1722004761.681844, 1722004762.3485107, 1722004763.0151775, 1722004763.681844, 1722004764.3485107, 1722004765.0151775, 1722004765.681844]
[1722004774.4180608, 1722004774.9635153, 1722004775.5089698, 1722004776.0544245, 1722004776.599879, 1722004777.1453335, 1722004777.690788, 1722004778.2362425, 1722004778.781697, 1722004779.3271518, 1722004779.8726063, 1722004780.4180608, 1722004780.9635153, 1722004781.5089698, 1722004782.0544245, 1722004782.599879, 1722004783.1453335, 1722004783.690788, 1722004784.2362425, 1722004784.781697, 1722004785.3271518]
[1722004798.0289855, 1722004798.8861284, 1722004799.743271, 1722004800.600414, 1722004801.457557, 1722004802.3147, 1722004803.1718426, 1722004804.0289855, 1722004804.8861284, 1722004805.743271, 1722004806.600414, 1722004807.457557, 1722004808.3147, 1722004809.1718426, 1722004810.0289855, 1722004810.8861284, 1722004811.743271, 1722004812.600414, 1722004813.457557, 1722004814.3147, 1722004815.1718426]
[1722004822.7983494, 1722004823.4650161, 1722004824.1316826, 1722004824.7983494, 1722004825.4650161, 1722004826.1316826, 1722004826.7983494, 1722004827.4650161, 1722004828.1316826, 1722004828.7983494, 1722004829.4650161, 1722004830.1316826, 1722004830.7983494, 1722004831.4650161, 1722004832.1316826, 1722004832.7983494, 1722004833.4650161, 1722004834.1316826, 1722004834.7983494, 1722004835.4650161, 1722004836.1316826]
[1722004849.647619, 1722004850.504762, 1722004851.3619046, 1722004852.2190475, 1722004853.0761905, 1722004853.9333334, 1722004854.790476, 1722004855.647619, 1722004856.504762, 1722004857.3619046, 1722004858.2190475, 1722004859.0761905, 1722004859.9333334, 1722004860.790476, 1722004861.647619, 1722004862.504762, 1722004863.3619046, 1722004864.2190475, 1722004865.0761905, 1722004865.9333334, 1722004866.790476]
[1722004895.3177872, 1722004895.984454, 1722004896.6511204, 1722004897.3177872, 1722004897.984454, 1722004898.6511204, 1722004899.3177872, 1722004899.984454, 1722004900.6511204, 1722004901.3177872, 1722004901.984454, 1722004902.6511204, 1722004903.3177872, 1722004903.984454, 1722004904.6511204, 1722004905.3177872, 1722004905.984454, 1722004906.6511204, 1722004907.3177872, 1722004907.984454, 1722004908.6511204]
[1722004913.8985605, 1722004914.444015, 1722004914.9894695, 1722004915.5349243, 1722004916.0803788, 1722004916.6258333, 1722004917.1712878, 1722004917.7167423, 1722004918.2621968, 1722004918.8076515, 1722004919.353106, 1722004919.8985605, 1722004920.444015, 1722004920.9894695, 1722004921.5349243, 1722004922.0803788, 1722004922.6258333, 1722004923.1712878, 1722004923.7167423, 1722004924.2621968, 1722004924.8076515]
[1722004946.517637, 1722004947.37478, 1722004948.2319226, 1722004949.0890656, 1722004949.9462085, 1722004950.8033514, 1722004951.660494, 1722004952.517637, 1722004953.37478, 1722004954.2319226, 1722004955.0890656, 1722004955.9462085, 1722004956.8033514, 1722004957.660494, 1722004958.517637, 1722004959.37478, 1722004960.2319226, 1722004961.0890656, 1722004961.9462085, 1722004962.8033514, 1722004963.660494]
[1722004967.5082264, 1722004968.053681, 1722004968.5991354, 1722004969.1445901, 1722004969.6900446, 1722004970.2354991, 1722004970.7809536, 1722004971.3264081, 1722004971.8718626, 1722004972.4173174, 1722004972.962772, 1722004973.5082264, 1722004974.053681, 1722004974.5991354, 1722004975.1445901, 1722004975.6900446, 1722004976.2354991, 1722004976.7809536, 1722004977.3264081, 1722004977.8718626, 1722004978.4173174]
[1722005004.7085347, 1722005005.5656776, 1722005006.4228203, 1722005007.2799633, 1722005008.1371062, 1722005008.994249, 1722005009.8513918, 1722005010.7085347, 1722005011.5656776, 1722005012.4228203, 1722005013.2799633, 1722005014.1371062, 1722005014.994249, 1722005015.8513918, 1722005016.7085347, 1722005017.5656776, 1722005018.4228203, 1722005019.2799633, 1722005020.1371062, 1722005020.994249, 1722005021.8513918]
[1722005026.3382912, 1722005026.8837457, 1722005027.4292002, 1722005027.974655, 1722005028.5201094, 1722005029.065564, 1722005029.6110184, 1722005030.156473, 1722005030.7019274, 1722005031.2473822, 1722005031.7928367, 1722005032.3382912, 1722005032.8837457, 1722005033.4292002, 1722005033.974655, 1722005034.5201094, 1722005035.065564, 1722005035.6110184, 1722005036.156473, 1722005036.7019274, 1722005037.2473822]
[1722005061.3685465, 1722005062.0352132, 1722005062.7018797, 1722005063.3685465, 1722005064.0352132, 1722005064.7018797, 1722005065.3685465, 1722005066.0352132, 1722005066.7018797, 1722005067.3685465, 1722005068.0352132, 1722005068.7018797, 1722005069.3685465, 1722005070.0352132, 1722005070.7018797, 1722005071.3685465, 1722005072.0352132, 1722005072.7018797, 1722005073.3685465, 1722005074.0352132, 1722005074.7018797]
