id_participant,task_type,sequence_number,complexity
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,18,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,24,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,2,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,15,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,13,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,17,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,7,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,6,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,1,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,9,4
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,19,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,14,2
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,22,3
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,12,1
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,16,5
cb77b4d4472df8c04b120687037dd2e8b242c6d7d97bc495b053bf19541a82e5,Perception,26,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,21,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,22,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,6,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,17,1
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,25,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,3,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,4,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,24,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,23,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,15,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,14,5
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,1,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,13,5
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,19,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,2,5
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,8,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,9,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,26,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,16,3
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,18,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,10,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,20,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,11,5
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,7,2
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,5,4
ccd6c9483fac068f6ccec880a7ffa5aa7918596e326bc0e8223326fda47331c5,Perception,12,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,16,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,19,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,26,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,10,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,22,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,6,0
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,8,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,4,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,25,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,18,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,17,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,2,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,3,2
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,9,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,7,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,1,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,13,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,11,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,21,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,5,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,24,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,15,5
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,12,3
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,20,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,23,4
cdc41cb854d0d063358cb00855f1f017a57e63ca94a4bb81db4047db6da15aca,Perception,14,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,9,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,24,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,21,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,8,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,19,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,12,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,17,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,18,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,14,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,13,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,3,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,10,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,25,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,23,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,7,4
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,26,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,1,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,11,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,22,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,4,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,6,3
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,5,1
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,15,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,20,2
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,16,5
ec47489c49b203f7ae1b6f251c5f9d3a595b2162c5062ac8261c72aefd2f5bad,Perception,2,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,21,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,2,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,22,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,17,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,23,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,19,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,11,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,6,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,12,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,1,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,16,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,4,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,7,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,20,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,9,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,3,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,24,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,10,4
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,15,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,5,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,26,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,13,1
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,18,4
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,8,3
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,25,2
edf96becde04d1f7a4239d1ada99eda6646a4f2e17bd294e660980bfc0793a8d,Perception,14,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,1,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,4,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,7,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,20,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,16,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,17,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,12,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,21,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,9,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,11,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,3,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,26,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,23,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,13,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,14,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,2,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,19,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,15,3
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,10,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,6,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,8,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,18,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,25,1
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,5,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,22,2
f44c30e6735d47cf2861718262c2fb3baf05c893b6dcb63a24d47a9da0d9280f,Perception,24,1
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,25,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,10,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,8,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,15,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,22,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,12,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,7,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,13,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,26,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,11,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,20,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,17,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,24,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,1,2
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,21,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,3,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,18,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,4,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,19,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,6,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,5,5
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,23,4
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,2,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,16,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,14,3
1ac9779606a997fda814c4efdbf784679c324f80a0b6168dd4ed089b6a951ef2,Reproduction,9,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,15,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,3,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,2,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,26,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,9,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,25,3
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,17,3
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,22,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,21,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,1,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,8,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,5,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,19,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,10,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,14,2
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,11,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,23,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,12,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,18,0
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,4,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,20,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,7,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,6,4
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,16,3
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,24,5
1cb2b6625387a0a1d9736b9f87eec6424a56ccc566b1589cbd86aa7eafbaa657,Reproduction,13,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,1,3
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,19,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,26,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,13,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,9,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,18,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,3,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,10,3
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,23,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,11,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,15,3
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,5,5
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,20,3
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,16,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,2,1
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,4,2
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,7,1
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,17,2
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,24,2
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,12,1
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,25,3
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,21,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,22,4
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,8,2
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,14,2
1f0ed997385e4847e3ad9891188f90bab5648970b5312b5b77921e4f936dc2f3,Reproduction,6,4
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,5,4
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,25,4
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,10,2
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,19,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,21,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,15,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,11,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,24,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,7,3
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,13,1
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,23,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,3,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,4,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,1,1
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,22,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,14,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,9,1
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,8,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,26,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,12,2
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,20,5
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,2,1
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,16,1
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,17,4
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,18,4
2c90c744d2ce7b6f385dc87d949fe3faa2f752713c94bad9fbc4cbb5f31f66b1,Reproduction,6,1
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,16,2
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,23,1
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,19,4
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,6,3
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,11,5
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,15,4
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,26,2
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,13,1
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,5,2
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,25,5
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,17,4
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,24,5
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,10,2
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,18,2
30e6b03c1c7bc1a117038761a345aa2c5332a24fa64b504ea158f1f893679da7,Reproduction,22,4
