id_participant,task_type,sequence_number,complexity
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,15,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,16,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,11,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,8,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,3,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,22,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,1,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,6,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,18,3
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,13,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,20,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,9,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,26,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,7,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,19,1
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,17,2
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,25,3
54a23e3ab4d7043346cf5ce99f8d78f7d675f202a69be58ed4c43017c643ce15,Perception,23,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,24,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,9,3
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,18,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,12,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,11,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,3,4
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,1,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,15,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,2,5
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,7,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,16,3
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,23,3
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,6,3
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,14,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,25,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,20,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,21,4
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,8,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,19,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,4,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,17,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,5,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,13,1
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,22,2
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,10,4
54a976652cafc7d0cb2e1ad62be6b192f639549af82b3225a5988085295d94d8,Perception,26,1
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,23,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,17,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,10,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,9,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,6,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,16,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,1,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,14,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,2,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,7,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,15,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,4,4
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,11,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,20,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,26,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,13,1
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,22,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,12,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,18,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,5,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,21,5
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,25,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,3,2
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,19,4
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,24,3
576019667aacee504fc8ec9be03d25059dbedf3a9d95de1186c807cfb2de5391,Perception,8,5
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,24,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,11,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,17,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,3,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,13,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,16,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,14,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,7,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,10,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,12,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,25,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,15,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,18,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,21,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,8,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,1,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,2,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,22,2
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,19,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,5,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,26,4
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,9,4
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,6,4
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,4,3
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,20,4
5d23286057ff52dd4dc3ff5fdd0db22bfc285db78c4fbbf7b90d7b3f6b80e91b,Perception,23,3
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,24,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,26,2
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,16,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,3,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,5,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,11,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,8,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,23,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,15,4
5e740df9e9ad262d45dd2bfe88808e05687c21576552fcfce249c5ba6ee3b574,Perception,7,4
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,11,4
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,8,4
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,13,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,26,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,25,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,21,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,9,3
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,7,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,5,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,18,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,12,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,16,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,15,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,1,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,22,4
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,6,3
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,4,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,3,3
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,19,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,10,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,23,2
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,24,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,2,5
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,17,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,14,1
618bf0ab1a4ee24f3f462e975345a7d478f69e6e9e8164fafd7803639757a122,Perception,20,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,11,2
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,23,3
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,17,2
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,24,3
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,10,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,20,2
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,1,4
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,25,3
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,6,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,7,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,2,2
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,21,2
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,26,3
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,19,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,5,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,15,3
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,14,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,3,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,22,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,8,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,9,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,13,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,4,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,12,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,16,1
645544b60fd617dbc9a045119fad73871389a1fbb619d26deeea0dab24fb597e,Perception,18,2
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,6,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,15,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,20,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,10,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,22,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,13,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,11,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,7,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,1,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,21,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,2,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,4,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,8,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,18,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,17,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,24,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,26,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,25,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,14,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,9,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,12,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,5,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,19,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,3,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,16,5
657abe56d7a5ed7a73cca6f4fc4778f8440af3ca5193548b05570254a530b92e,Perception,23,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,3,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,14,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,6,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,15,2
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,11,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,18,2
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,24,1
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,2,2
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,19,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,5,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,12,1
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,22,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,17,1
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,7,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,10,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,1,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,16,1
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,13,2
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,25,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,20,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,4,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,21,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,8,4
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,9,5
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,23,3
671a2db05aca28f969a6cb8973d0be70ef56af7b6037c2e9143b31b6299948c0,Perception,26,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,14,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,12,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,9,4
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,13,2
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,20,4
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,25,4
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,8,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,5,5
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,4,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,11,2
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,26,2
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,15,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,21,1
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,16,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,7,2
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,17,5
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,1,1
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,2,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,18,2
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,19,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,24,4
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,6,4
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,10,5
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,23,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,22,3
74e8068c106f2075d159d3f4a0ab99018b9547151e7263fd2c19f45fea911e3f,Perception,3,5
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,8,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,20,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,16,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,2,2
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,26,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,7,5
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,14,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,12,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,22,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,6,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,24,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,21,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,5,5
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,9,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,11,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,15,2
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,10,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,17,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,25,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,18,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,1,2
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,3,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,19,4
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,13,3
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,4,5
7555e1c617376ebf42cbc4d9de30c5c86b54d724baea128a718a4a5ee85e4ecc,Perception,23,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,4,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,8,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,1,2
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,23,2
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,10,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,25,2
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,5,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,22,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,15,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,24,2
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,13,3
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,9,2
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,20,1
7af8e773ca024b0e0dda102db4213ba20a2cd96400633357f5f3d75cd00826c3,Perception,16,4
