NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
15,90,56,10.160851955413818,0.11753906309604645,5
3,90,84,17.177749633789062,0.07500798052007501,5
2,90,29,10.416604995727539,0.1296363858615651,5
26,90,52,12.668798923492432,0.101731076836586,5
9,90,60,12.588860034942627,0.08573201894760132,5
25,90,31,6.6130571365356445,0.09828406793099863,3
17,90,29,6.687501430511475,0.09181248095997593,3
22,90,62,13.26220989227295,0.08329052584511894,5
21,90,39,7.095603704452515,0.09494409662611941,5
1,90,29,7.29421591758728,0.14503016736772326,4
8,90,80,12.545178890228271,0.08391835689544677,5
5,90,42,10.263984203338623,0.0839259740782947,5
19,90,38,9.780280828475952,0.09597957895157185,4
10,90,44,9.593498706817627,0.09172326120836981,4
14,90,32,6.7013020515441895,0.09464069279757413,2
11,90,52,9.54170846939087,0.10832702412324793,4
23,90,44,9.852842569351196,0.08983263969421387,4
12,90,49,12.855008363723755,0.11605939720616196,4
