Numero,Numero,ComplexitePercu,ComplexiteLitterature,Effort,MeanPhasic,MedianPhasic,STDPhasic,MeanTonic,MedianTonic,STDTonic,NPeaks,AUC,MaxAmplitudes,SumAmplitudes,MeanAmplitudes,Kurtosis,Skewness,Zp99,SkewnessXzp99,SumAmplitudesXNPeaks
1,1.0,2.1818181818181817,3.1,nan,-0.0009990866337427193,0.008459022531995548,0.05852127982277646,2.126027541679916,2.11954998147299,0.04429557106461945,9.454545454545455,-0.10654591024375805,0.2160830036191902,0.5255096841472068,0.0027770082328183333,6.693110500427539,-0.3064328252763466,0.08262878614176622,-0.04121555114458397,3.719112071368535
2,2.0,2.3636363636363638,3.2,nan,-0.0044812095598675515,0.0017982472288247205,0.08922008869498396,2.4297651492560863,2.438052619620976,0.07675777486069091,9.0,-0.8214592331393468,0.3447109744653563,0.7752310666751835,0.0041061154728602,1.8487389902402733,0.07232161994121138,0.1637456532174143,-0.10805274169062114,3.829671950227562
3,3.0,3.090909090909091,3.1,nan,0.0013144535045181752,-0.008730267806624163,0.07326172376875414,2.3358732222790852,2.344328955787903,0.06850657975976043,6.2727272727272725,0.23367710399323,0.3261156970750864,0.5521949083622868,0.0029221045266545637,4.055456299740006,0.20205152116778632,0.21034909249363676,0.2191826010513422,2.576270649944323
4,4.0,2.727272727272727,2.6000000000000005,nan,-4.801798852110344e-05,-0.002139122962684653,0.021539011862810972,2.3736910515325156,2.3738160793955676,0.03380809628728991,7.545454545454546,-0.014086343179036868,0.0745851624162623,0.13265874276850778,0.00070630755539676,1.5039466644893615,0.4001497835934493,0.05449385754015572,0.03038937352000267,0.719490271528123
5,5.0,2.909090909090909,2.8000000000000003,nan,-0.0033420712757547435,-0.003391714566785591,0.065144509181577,2.090771674018596,2.1018234722638955,0.04596182980441979,7.0,-0.5900171039763815,0.2595296891524434,0.42389580107962127,0.002232963343811947,2.7165421499461435,0.25983781450679017,0.15240707167461606,-0.0055271995443366235,1.9231174928197807
6,6.0,2.2,2.5,nan,-9.552091741885709e-05,-0.0018759737728005408,0.027417865034739253,1.8216955610547891,1.8189657444858476,0.027725375382416782,5.8,-0.02066005957575783,0.10912662390918322,0.2086536628833303,0.0011014931535053654,2.138046165368011,0.338798354911785,0.06438624183927563,0.023953857934951063,1.1392992771128028
7,7.0,2.909090909090909,2.3999999999999995,nan,-0.0035013609571831568,-0.011050674393975758,0.07151398678174167,2.3871425918544342,2.3974227824950485,0.0888518166514804,4.636363636363637,-0.6753507091663223,0.21558169612695052,0.4033807922023852,0.0021365341728579925,0.8341608087294045,0.6417932734767483,0.17369811537272534,0.12630329261620202,1.5514928101509688
8,8.0,2.727272727272727,3.2,nan,-0.0008777820198580675,0.0012657285179272207,0.07646579981650098,2.2690517335215454,2.2776306479514146,0.050353167601658005,8.090909090909092,-0.099479220537948,0.3560787030932977,0.6681306380267247,0.003546688395359807,1.7995234771358808,-0.3295947982825074,0.12206627926632886,-0.14034441841066958,3.5323966365458874
9,9.0,2.5454545454545454,2.3999999999999995,nan,0.001962437259416639,0.01814031665107912,0.1083392156778274,2.3628465440723483,2.369452911500452,0.06182694486728062,7.090909090909091,0.4911566229308105,0.34019029420016805,0.9532337960329198,0.005062386021130335,2.155784635725954,0.07530054409464947,0.1554814866720683,-0.17355893895592409,6.22893631872877
10,10.0,2.6,2.12,nan,0.0020988350734142433,0.009868216187996867,0.11396170812210601,2.2607774715954787,2.2596948192538684,0.056069260461650804,8.1,0.5508993905977437,0.5169769282744415,1.1522682654813665,0.006123851802475022,2.804239483148673,-0.10919702894620875,0.15334217038693682,-0.20835603881260462,7.183522952997469
