Numero,Numero,ComplexitePercu,ComplexiteLitterature,Effort,MeanPhasic,MedianPhasic,STDPhasic,MeanTonic,MedianTonic,STDTonic,NPeaks,AUC,MaxAmplitudes,SumAmplitudes,MeanAmplitudes,Kurtosis,Skewness,Zp99,SkewnessXzp99,SumAmplitudesXNPeaks
11,11.0,2.5454545454545454,2.0799999999999996,nan,0.008128530093185022,0.0005017616968675555,0.1328371473819684,2.6871388781034073,2.690481227963259,0.07835766033506326,5.181818181818182,1.6179172801577557,0.7018128447244504,1.4806941829412268,0.007800456098109538,4.033168905098275,-0.014910532489432053,0.36591073094805004,-0.07408849311240093,6.769215632184958
12,12.0,2.272727272727273,1.8,nan,-0.002173585550147353,-0.0037935588198897644,0.054711568862923436,2.503989480456733,2.4996831449505224,0.046102962212087734,7.2727272727272725,-0.373134420047351,0.20704843758750477,0.6066555374909183,0.00320039990841473,7.201904237297175,-0.20350087213027354,0.10999947693705817,-0.009089313141607326,5.282312431748955
13,13.0,1.9090909090909092,2.4400000000000004,nan,7.571225188458559e-05,-0.0074124307634192005,0.06995859776506402,1.662283330158665,1.6718386851919709,0.045263260934476884,8.818181818181818,0.030599281581373868,0.2953402745817405,0.7308629651182631,0.003872657326884,4.087239234159522,0.7467818238005204,0.2058035544834804,0.16514149988100857,4.878846636708779
14,14.0,2.090909090909091,3.0,nan,-0.00032721125169929053,-0.002389514531558593,0.025396848292929233,2.0890226520750805,2.091033648649429,0.027917127118369415,5.909090909090909,-0.0517768860464815,0.14732884294731982,0.24354462145755373,0.0012854672930914417,7.85648465081899,0.4832018574072043,0.06258162500980614,0.03278737326975684,1.0681739370730752
15,15.0,2.727272727272727,2.0399999999999996,nan,-0.001279720009092437,-0.005636842944341852,0.038172418583423455,2.4070360214632447,2.405214297807859,0.050540425581271746,5.454545454545454,-0.24854455872581752,0.15276865396882663,0.3370323822737303,0.0017747285634309507,1.6952121532377922,0.8045408015825196,0.10535043985364546,0.0659835042429139,1.7100007795745584
16,16.0,2.3636363636363638,2.6000000000000005,nan,-0.00020080536466323822,-0.002567040988387878,0.020293711199853952,2.218204365178776,2.216129599572963,0.024709481295678872,9.454545454545455,-0.042752452604687304,0.08574392346370642,0.1659085359594744,0.0008782131943907441,0.720128220002265,0.3302890788098147,0.050832988895465524,0.030215418181803854,1.1699195936490197
17,17.0,2.4545454545454546,3.0799999999999996,nan,-0.000849315079947566,-0.003546849683435847,0.09748991296764659,2.240067079904561,2.2389384507494774,0.046588511362001324,7.363636363636363,-0.15180554539145732,0.47503663436083754,0.7359207340370291,0.003910569203640987,1.2646937140280852,0.39111518825881864,0.2344293145215306,0.16152289182411048,3.6256213553545904
18,18.0,2.8181818181818183,2.5599999999999996,nan,-0.0006423294662043264,0.004323589908973852,0.05888214465847816,2.3768175132673104,2.3699395440163893,0.0435799210413517,6.181818181818182,-0.09144596603392068,0.24206784550756646,0.5483504157286517,0.002909752908956535,2.512833180060971,0.4370975097759159,0.12953522195789746,0.05359107658402644,3.219489263230946
19,19.0,3.4545454545454546,2.5599999999999996,nan,-0.0013863902549288826,-0.00825988502903318,0.12241575002918824,2.630196437303515,2.633612854656778,0.11471392085278595,4.909090909090909,-0.2456851039179545,0.423482597330989,0.7680985209288309,0.004083261024557947,1.2495003600553931,0.5032708733273026,0.2510743583689901,0.12670803643100573,3.0939629694941146
20,20.0,2.6363636363636362,2.84,nan,-2.7102056463483475e-05,0.0011086327266185596,0.08567248791512305,2.1948104546681964,2.201923616749565,0.07831094534951194,7.454545454545454,0.0802083228390467,0.4026601076523852,0.8370073040800381,0.004426457443739513,5.999838848310162,-0.2896799810364422,0.1817927080286966,-0.09905516817942127,4.487700776166954
21,21.0,3.3636363636363638,3.6,nan,-0.000531329148320082,0.001075405207528553,0.046405438858713115,2.187305779930749,2.1816840024793454,0.03112754290773481,5.545454545454546,-0.0396844425859263,0.2276034269433209,0.4140561818403492,0.0021808624765932037,3.904008704069678,-0.06467912914410842,0.0840912223987532,-0.10041523232432988,2.2683409905987317
22,22.0,3.090909090909091,3.28,nan,-0.00114633283357887,-0.0033175616937782416,0.056803197115153074,2.2609343897817937,2.267847467964583,0.05486568686718525,8.272727272727273,-0.20335010576622156,0.2972803178749275,0.5677774687878444,0.002988545329373281,4.990477124636683,-0.2772954863747685,0.1566169941821932,0.07772643778159977,3.0530513458652213
23,23.0,2.727272727272727,3.5200000000000005,nan,0.005711842953741151,0.011370759451811124,0.10509825251601555,1.739182892117693,1.7502910125222633,0.12018852110736665,8.818181818181818,1.0626492418799052,0.27639557870871895,0.9659380254032338,0.005085648108323039,0.6205057161593361,0.2704813785365193,0.28753454903578723,0.0977418308239081,6.729265839774951
24,24.0,3.272727272727273,3.6,nan,0.0006491662405696812,-0.009438395820293032,0.060874118484389374,2.4183318056990046,2.419007151894233,0.06953886973655386,4.909090909090909,0.11828126632026636,0.21771608816837684,0.3466399264265083,0.0018296161560225675,3.5163650444780985,0.6232614310043332,0.15847890727692415,0.12747219843064286,1.2210050626314493
25,25.0,3.090909090909091,2.8799999999999994,nan,-0.0005299993917236681,-0.0026558754547260015,0.05056168095421454,2.3828605313153655,2.378626796555875,0.041174321292604704,4.2727272727272725,-0.11377678397134128,0.23051127866380677,0.3229695898542826,0.0017057990223427397,1.4247509536187153,0.250735197294182,0.13556482773495523,0.06466008769880759,1.1970788106547834
26,26.0,3.0,4.0,nan,0.0014379460558306882,-0.005139124610014358,0.054382047896269554,2.4312634387314636,2.4262727132414708,0.051814383604066976,7.818181818181818,0.32273804679896584,0.19891381425732224,0.3983538281033565,0.0021125574486095806,1.8250864337962385,0.05732507249195012,0.12699385293993193,-0.06187328061294508,2.4067788118282114
