NumeroDeSequence,Tempo,PulsationManquee,DelaiAvantDeCommencer, DecalageMoyen,Complexite
1,110,13,5.022799968719482,0.13903573155403137,3
15,70,14,11.420267820358276,0.21825606482369558,4
5,90,13,6.547398090362549,0.11109662055969238,3
8,110,13,5.1649253368377686,0.2167862057685852,3
18,70,13,6.979094505310059,0.21539199352264404,4
13,110,13,3.9135162830352783,0.10699468851089478,2
7,90,12,5.970721244812012,0.05055006345113119,2
14,110,14,5.315586566925049,0.14114832878112793,3
3,90,13,6.60191011428833,0.059114813804626465,3
17,110,13,5.175351858139038,0.26089978218078613,4
26,70,8,7.434869050979614,0.21868216074430025,4
4,90,12,6.002973556518555,0.018503639433119033,3
16,70,10,8.16187310218811,0.22542827779596503,4
9,110,14,5.738245010375977,0.25691022191728863,3
2,90,10,4.677446126937866,0.03113313154740767,2
19,70,11,8.17042851448059,0.22270050048828124,3
23,110,13,5.092360496520996,0.21871107816696167,3
20,90,12,5.942557334899902,0.028444846471150715,3
21,70,12,8.255095958709717,0.2047282854715983,4
22,110,15,6.282527208328247,0.26554711659749347,3
24,70,19,14.133047342300415,0.3418232202529907,5
6,90,9,5.851052522659302,0.17091747124989828,4
25,110,14,5.9346325397491455,0.02511777196611677,3
11,90,16,5.951204299926758,0.01954960823059082,3
12,110,10,2.775203227996826,0.09094723788174716,3
10,70,3,4.2346296310424805,0.2048781050576104,4
