timestamp_unix,timestamp_iso,participant_full_id,body_position_left,body_position_right,missing_value_reason
1746841380000,2025-05-10T01:43:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841440000,2025-05-10T01:44:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841500000,2025-05-10T01:45:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841560000,2025-05-10T01:46:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841620000,2025-05-10T01:47:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841680000,2025-05-10T01:48:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841740000,2025-05-10T01:49:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841800000,2025-05-10T01:50:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841860000,2025-05-10T01:51:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841920000,2025-05-10T01:52:00Z,1974-1-1-08,,,device_not_worn_correctly
1746841980000,2025-05-10T01:53:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842040000,2025-05-10T01:54:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842100000,2025-05-10T01:55:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842160000,2025-05-10T01:56:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842220000,2025-05-10T01:57:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842280000,2025-05-10T01:58:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842340000,2025-05-10T01:59:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842400000,2025-05-10T02:00:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842460000,2025-05-10T02:01:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842520000,2025-05-10T02:02:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842580000,2025-05-10T02:03:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842640000,2025-05-10T02:04:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842700000,2025-05-10T02:05:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842760000,2025-05-10T02:06:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842820000,2025-05-10T02:07:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842880000,2025-05-10T02:08:00Z,1974-1-1-08,,,device_not_worn_correctly
1746842940000,2025-05-10T02:09:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843000000,2025-05-10T02:10:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843060000,2025-05-10T02:11:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843120000,2025-05-10T02:12:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843180000,2025-05-10T02:13:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843240000,2025-05-10T02:14:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843300000,2025-05-10T02:15:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843360000,2025-05-10T02:16:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843420000,2025-05-10T02:17:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843480000,2025-05-10T02:18:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843540000,2025-05-10T02:19:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843600000,2025-05-10T02:20:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843660000,2025-05-10T02:21:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843720000,2025-05-10T02:22:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843780000,2025-05-10T02:23:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843840000,2025-05-10T02:24:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843900000,2025-05-10T02:25:00Z,1974-1-1-08,,,device_not_worn_correctly
1746843960000,2025-05-10T02:26:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844020000,2025-05-10T02:27:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844080000,2025-05-10T02:28:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844140000,2025-05-10T02:29:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844200000,2025-05-10T02:30:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844260000,2025-05-10T02:31:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844320000,2025-05-10T02:32:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844380000,2025-05-10T02:33:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844440000,2025-05-10T02:34:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844500000,2025-05-10T02:35:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844560000,2025-05-10T02:36:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844620000,2025-05-10T02:37:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844680000,2025-05-10T02:38:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844740000,2025-05-10T02:39:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844800000,2025-05-10T02:40:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844860000,2025-05-10T02:41:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844920000,2025-05-10T02:42:00Z,1974-1-1-08,,,device_not_worn_correctly
1746844980000,2025-05-10T02:43:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845040000,2025-05-10T02:44:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845100000,2025-05-10T02:45:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845160000,2025-05-10T02:46:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845220000,2025-05-10T02:47:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845280000,2025-05-10T02:48:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845340000,2025-05-10T02:49:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845400000,2025-05-10T02:50:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845460000,2025-05-10T02:51:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845520000,2025-05-10T02:52:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845580000,2025-05-10T02:53:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845640000,2025-05-10T02:54:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845700000,2025-05-10T02:55:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845760000,2025-05-10T02:56:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845820000,2025-05-10T02:57:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845880000,2025-05-10T02:58:00Z,1974-1-1-08,,,device_not_worn_correctly
1746845940000,2025-05-10T02:59:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846000000,2025-05-10T03:00:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846060000,2025-05-10T03:01:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846120000,2025-05-10T03:02:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846180000,2025-05-10T03:03:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846240000,2025-05-10T03:04:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846300000,2025-05-10T03:05:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846360000,2025-05-10T03:06:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846420000,2025-05-10T03:07:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846480000,2025-05-10T03:08:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846540000,2025-05-10T03:09:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846600000,2025-05-10T03:10:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846660000,2025-05-10T03:11:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846720000,2025-05-10T03:12:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846780000,2025-05-10T03:13:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846840000,2025-05-10T03:14:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846900000,2025-05-10T03:15:00Z,1974-1-1-08,,,device_not_worn_correctly
1746846960000,2025-05-10T03:16:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847020000,2025-05-10T03:17:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847080000,2025-05-10T03:18:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847140000,2025-05-10T03:19:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847200000,2025-05-10T03:20:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847260000,2025-05-10T03:21:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847320000,2025-05-10T03:22:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847380000,2025-05-10T03:23:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847440000,2025-05-10T03:24:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847500000,2025-05-10T03:25:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847560000,2025-05-10T03:26:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847620000,2025-05-10T03:27:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847680000,2025-05-10T03:28:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847740000,2025-05-10T03:29:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847800000,2025-05-10T03:30:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847860000,2025-05-10T03:31:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847920000,2025-05-10T03:32:00Z,1974-1-1-08,,,device_not_worn_correctly
1746847980000,2025-05-10T03:33:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848040000,2025-05-10T03:34:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848100000,2025-05-10T03:35:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848160000,2025-05-10T03:36:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848220000,2025-05-10T03:37:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848280000,2025-05-10T03:38:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848340000,2025-05-10T03:39:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848400000,2025-05-10T03:40:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848460000,2025-05-10T03:41:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848520000,2025-05-10T03:42:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848580000,2025-05-10T03:43:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848640000,2025-05-10T03:44:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848700000,2025-05-10T03:45:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848760000,2025-05-10T03:46:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848820000,2025-05-10T03:47:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848880000,2025-05-10T03:48:00Z,1974-1-1-08,,,device_not_worn_correctly
1746848940000,2025-05-10T03:49:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849000000,2025-05-10T03:50:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849060000,2025-05-10T03:51:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849120000,2025-05-10T03:52:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849180000,2025-05-10T03:53:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849240000,2025-05-10T03:54:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849300000,2025-05-10T03:55:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849360000,2025-05-10T03:56:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849420000,2025-05-10T03:57:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849480000,2025-05-10T03:58:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849540000,2025-05-10T03:59:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849600000,2025-05-10T04:00:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849660000,2025-05-10T04:01:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849720000,2025-05-10T04:02:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849780000,2025-05-10T04:03:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849840000,2025-05-10T04:04:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849900000,2025-05-10T04:05:00Z,1974-1-1-08,,,device_not_worn_correctly
1746849960000,2025-05-10T04:06:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850020000,2025-05-10T04:07:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850080000,2025-05-10T04:08:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850140000,2025-05-10T04:09:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850200000,2025-05-10T04:10:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850260000,2025-05-10T04:11:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850320000,2025-05-10T04:12:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850380000,2025-05-10T04:13:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850440000,2025-05-10T04:14:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850500000,2025-05-10T04:15:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850560000,2025-05-10T04:16:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850620000,2025-05-10T04:17:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850680000,2025-05-10T04:18:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850740000,2025-05-10T04:19:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850800000,2025-05-10T04:20:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850860000,2025-05-10T04:21:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850920000,2025-05-10T04:22:00Z,1974-1-1-08,,,device_not_worn_correctly
1746850980000,2025-05-10T04:23:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851040000,2025-05-10T04:24:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851100000,2025-05-10T04:25:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851160000,2025-05-10T04:26:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851220000,2025-05-10T04:27:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851280000,2025-05-10T04:28:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851340000,2025-05-10T04:29:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851400000,2025-05-10T04:30:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851460000,2025-05-10T04:31:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851520000,2025-05-10T04:32:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851580000,2025-05-10T04:33:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851640000,2025-05-10T04:34:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851700000,2025-05-10T04:35:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851760000,2025-05-10T04:36:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851820000,2025-05-10T04:37:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851880000,2025-05-10T04:38:00Z,1974-1-1-08,,,device_not_worn_correctly
1746851940000,2025-05-10T04:39:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852000000,2025-05-10T04:40:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852060000,2025-05-10T04:41:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852120000,2025-05-10T04:42:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852180000,2025-05-10T04:43:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852240000,2025-05-10T04:44:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852300000,2025-05-10T04:45:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852360000,2025-05-10T04:46:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852420000,2025-05-10T04:47:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852480000,2025-05-10T04:48:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852540000,2025-05-10T04:49:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852600000,2025-05-10T04:50:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852660000,2025-05-10T04:51:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852720000,2025-05-10T04:52:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852780000,2025-05-10T04:53:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852840000,2025-05-10T04:54:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852900000,2025-05-10T04:55:00Z,1974-1-1-08,,,device_not_worn_correctly
1746852960000,2025-05-10T04:56:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853020000,2025-05-10T04:57:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853080000,2025-05-10T04:58:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853140000,2025-05-10T04:59:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853200000,2025-05-10T05:00:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853260000,2025-05-10T05:01:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853320000,2025-05-10T05:02:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853380000,2025-05-10T05:03:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853440000,2025-05-10T05:04:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853500000,2025-05-10T05:05:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853560000,2025-05-10T05:06:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853620000,2025-05-10T05:07:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853680000,2025-05-10T05:08:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853740000,2025-05-10T05:09:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853800000,2025-05-10T05:10:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853860000,2025-05-10T05:11:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853920000,2025-05-10T05:12:00Z,1974-1-1-08,,,device_not_worn_correctly
1746853980000,2025-05-10T05:13:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854040000,2025-05-10T05:14:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854100000,2025-05-10T05:15:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854160000,2025-05-10T05:16:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854220000,2025-05-10T05:17:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854280000,2025-05-10T05:18:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854340000,2025-05-10T05:19:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854400000,2025-05-10T05:20:00Z,1974-1-1-08,,,device_not_worn_correctly
1746854460000,2025-05-10T05:21:00Z,1974-1-1-08,,,device_not_worn_correctly
